KOI,Dur,Depth,SNR,t0,t0_unc,Period,P_unc,a/R*,a/R*_unc,r/R*,r/R*_unc,b,b_unc,Rp,a,Teq,EB prob,V,FOP,N,P. Zone Class,P. Mass Class,P. Composition Class,P. Atmosphere Class,P. Habitable Class,P. Gravity (EU),P. Esc Vel (EU),P. Period (days),S. Hab Zone Min (AU),S. Hab Zone Max (AU),P. HZD,P. HZC,P. HZA,P. HZI,P. Int ESI,P. Surf ESI,P. ESI,S. HabCat,P. Habitable,P. Hab Moon,P. Confirmed,P. Disc. Method,P. Disc. Year
857.02,20.025907,2.69,0.139,528,1.12,0.08,0,-1.03,1.27,-0.09,0.59,0.8,-99,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.88,20.03,0.429,1.086,-1.9,0.88,-0.14,0.32,0.57,0.11,0.3,0,0,0,0,tran,2011
869.03,17.4606737,2.66,0.122,582,2.51,0.82,0.74,-0.84,0.73,-0.11,1.33,1.1,-99,,,,,,,,Hot,Neptunian,rocky-water,metals-rich,non-habitable,1.41,1.91,17.46,0.5,1.261,-2,0.98,-0.21,0.31,0.56,0.07,0.27,0,0,0,0,tran,2011
869.04,3.2197925,1.75,0.04,1016,1.11,1.16,-0.86,-0.39,0.79,-0.68,1.42,0.6,-99,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.4,1.55,3.22,0.5,1.261,-2.21,0.17,-0.8,0.3,0.74,0.01,0.27,0,0,0,0,tran,2011
872.02,6.7665793,1.46,0.065,769,5.77,-99,2.1,0.31,0.36,-0.12,0.76,0.8,-99,,,,,,,,Hot,Superterran,iron,hydrogen-rich,non-habitable,54.56,8.99,6.77,0.487,1.224,-2.14,-1.88,4.45,0.16,0.81,0.02,0.29,0,0,0,1,tran,2011
874.02,11.1871443,1.52,0.093,649,2.41,0.07,-0.35,0.05,0.67,-0.45,0.37,1.2,-99,,,,,,,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.32,1.39,11.19,0.46,1.165,-2.05,-0.04,-0.69,0.32,0.81,0.04,0.31,0,0,0,0,tran,2011
886.02,12.0717248,1.23,0.083,402,1.69,0,1.62,-0.06,0.57,-0.49,1.3,0.4,-99,,,,,,,,Hot,Terran,rocky-iron,metals-rich,non-habitable,1.19,1.21,12.07,0.178,0.477,-1.63,-0.19,-0.58,0.36,0.9,0.25,0.46,0,0,0,1,tran,2011
886.03,20.9954007,1.74,0.119,336,0.47,0,-0.32,-0.11,0.31,0.57,1.21,0.5,-99,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.4,1.56,21,0.178,0.477,-1.39,0.17,-0.11,0.42,0.73,0.45,0.57,0,0,0,0,tran,2011
904.03,42.1516412,2.21,0.202,326,1.76,1.59,1.22,0.08,0.21,-0.05,0.09,0.5,12.9,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.8,42.14,0.289,0.752,-1.37,0.64,0.15,0.4,0.62,0.47,0.54,0,0,0,1,tran,2011
904.04,4.6175266,1.46,0.046,684,0.18,0.46,-1.29,-99,-99,-99,-99,-99,-99,,,,,,,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.26,1.3,4.62,0.289,0.752,-2.04,-0.12,-0.79,0.31,0.85,0.03,0.31,0,0,0,0,tran,2011
904.05,10.1986199,1.7,0.078,525,1.73,0.02,1.03,-0.2,0.3,-0.1,1.12,0.4,-99,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.39,1.52,10.2,0.289,0.752,-1.9,0.12,-0.47,0.34,0.75,0.09,0.33,0,0,0,0,tran,2011
906.02,17.6482171,2.6,0.123,559,0.64,0.8,1.32,0.34,0.12,-0.17,0.41,1.8,-99,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.88,17.65,0.456,1.156,-1.96,0.88,-0.2,0.32,0.57,0.08,0.28,0,0,0,0,tran,2011
906.03,4.1478735,1.02,0.047,904,0.28,0.41,0.01,-1.1,1.58,0.23,0.7,0.7,-99,,,,,,,,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.99,0.99,4.15,0.456,1.156,-2.17,-0.32,-1.1,0.29,0.99,0.01,0.3,0,0,0,0,tran,2011
907.04,99.6367881,4.08,0.409,406,1,0,-0.74,-0.15,0.4,-0.32,0.45,0.8,-99,,,,,,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.87,1.89,99.64,0.841,2.057,-1.7,2.89,0.06,0.23,0.39,0.24,0.31,0,0,0,0,tran,2011
912.02,6.6683915,1.08,0.056,553,0.43,0.59,0.34,0.29,0.12,-0.39,0.33,1.8,-99,,,,,,,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.21,1.23,6.67,0.266,0.695,-1.96,-0.18,-0.76,0.32,0.88,0.06,0.33,0,0,0,0,tran,2011
935.04,9.6168553,1.88,0.093,965,1.12,-99,0.08,0.32,2.13,2.37,2.36,1,-99,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.68,9.62,1.066,2.541,-2.32,0.37,-0.71,0.29,0.68,0.01,0.26,0,0,0,0,tran,2011
938.03,5.7144237,1.74,0.062,879,1.94,0.98,-1.34,-0.68,0.9,-0.1,1.47,0.8,-99,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.37,1.49,5.71,0.543,1.354,-2.19,0.08,-0.76,0.3,0.77,0.01,0.28,0,0,0,0,tran,2011
939.02,5.839061,1.57,0.064,939,4.27,0.97,1.78,0.54,1.28,0.07,2.76,0.4,12.3,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.35,1.44,5.84,0.687,1.68,-2.26,0.02,-0.84,0.29,0.79,0.01,0.28,0,0,0,0,tran,2011
939.03,1.620436,1.13,0.027,1446,0.49,0.53,-1.8,-0.14,0.69,-0.56,0.53,1.1,10.5,,,,,,,,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.1,1.1,1.62,0.687,1.68,-2.33,-0.26,-1.18,0.28,0.95,0,0.29,0,0,0,0,tran,2011
939.04,10.6817596,1.65,0.095,771,2.26,0.02,0.18,0.25,0.98,0.07,2.64,0.2,9.8,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.38,1.49,10.68,0.687,1.68,-2.19,0.08,-0.7,0.3,0.76,0.02,0.29,0,0,0,0,tran,2011
951.02,33.6530371,2.87,0.19,439,4.75,0.01,-0.08,-0.16,0.17,-0.04,0.24,0.9,-99,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.85,33.65,0.369,0.947,-1.65,0.79,0.03,0.35,0.59,0.26,0.4,0,0,0,0,tran,2011
986.02,76.050348,1.54,0.337,361,0.05,-99,0.28,-1.4,1.23,0.83,1.43,1.3,-99,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.39,1.54,76.05,0.569,1.433,-1.53,0.14,-0.2,0.39,0.74,0.35,0.5,0,0,0,0,tran,2011
988.02,24.5707795,2.17,0.158,518,2.02,0,-6.1,0.23,0.16,0.17,0.33,1.2,-99,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.77,24.57,0.5,1.26,-1.9,0.57,-0.23,0.33,0.63,0.11,0.32,0,0,0,0,tran,2011
989.03,16.1609872,3.69,0.122,636,1.84,1.72,-1,-99,-99,-99,-99,-99,-99,,,,,,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.9,1.8,16.16,0.592,1.467,-2.08,2.42,-0.36,0.24,0.43,0.05,0.22,0,0,0,0,tran,2011
1001.02,140.0914,3.7,0.579,535,0.25,0.34,-0.09,-0.37,0.74,0.33,1.26,0.5,-99,,,,,,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.89,1.83,140.09,2.085,5.023,-2.02,2.55,-0.24,0.23,0.42,0.08,0.23,0,0,0,0,tran,2011
1007.01,7.4075847,2.01,0.073,895,1.51,0.03,0.44,-0.46,0.82,0.32,1.63,0.5,11.1,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.75,7.41,0.717,1.771,-2.22,0.53,-0.6,0.3,0.64,0.01,0.26,0,0,0,0,tran,2011
1050.02,2.8531346,1.35,0.035,976,2.98,1.71,-0.14,0.32,0.3,0.4,0.26,1.9,9.3,,,,,,,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.29,1.34,2.85,0.455,1.153,-2.2,-0.08,-0.92,0.3,0.83,0.01,0.29,0,0,0,0,tran,2011
1052.02,6.8461564,1.66,0.071,980,0.45,0.12,-0.65,-0.22,1.14,-0.41,0.33,0.8,-99,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.38,1.49,6.85,0.939,2.255,-2.31,0.08,-0.84,0.29,0.76,0.01,0.28,0,0,0,0,tran,2011
1060.04,8.1937999,1.36,0.085,1039,3.17,0.1,0.45,-2.84,2.43,-0.83,0.71,1.3,-99,,,,,,,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.32,1.39,8.19,1.201,2.847,-2.36,-0.04,-0.93,0.28,0.81,0.01,0.28,0,0,0,0,tran,2011
1066.01,5.7148112,8.83,0.059,910,0.54,0,-0.44,-99,-99,-99,-99,-99,161.1,,,,,,,,Hot,Jovian,gas,metals-rich,non-habitable,0.73,2.65,5.71,0.627,1.561,-2.21,7.58,-0.04,0.11,0.19,0.01,0.09,0,0,0,0,tran,2011
1069.02,2.4669614,2.25,0.035,1296,0.44,0.61,-2.05,0.02,0.1,-0.12,0.18,0.7,-99,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.84,2.47,0.733,1.847,-2.25,0.75,-0.75,0.29,0.6,0,0.24,0,0,0,0,tran,2011
1070.01,6.6183988,2.42,0.069,952,1.38,0.58,0.59,0.11,0.23,0.2,0.31,0.8,-99,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.87,6.62,0.732,1.809,-2.23,0.84,-0.56,0.29,0.58,0.01,0.24,0,0,0,0,tran,2011
1070.02,107.7142509,4.1,0.443,376,1.17,0.04,0.02,0.15,0.33,-0.23,0.24,1,9.5,,,,,,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.87,1.89,107.71,0.732,1.809,-1.52,2.89,0.16,0.23,0.39,0.36,0.37,0,0,0,0,tran,2011
1070.03,92.7557443,2.82,0.401,395,4.08,-99,-0.32,-0.34,0.67,-1.48,0.04,9.8,-99,,,,,,,,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.17,1.83,92.76,0.732,1.809,-1.6,1.42,0.05,0.32,0.52,0.3,0.4,0,0,0,0,tran,2011
1074.01,3.7705566,11.56,0.049,1230,0.89,1.78,3.13,0,0.02,-0.01,0.07,0.1,169.6,,,,,,,,Hot,Jovian,gas,metals-rich,non-habitable,0.71,2.8,3.77,0.812,1.968,-2.32,8.7,-0.17,0.1,0.17,0,0.08,0,0,0,0,tran,2011
1078.02,6.8774575,2.34,0.058,525,1.19,0.11,1.63,0.18,0.09,0.08,0.18,1.8,19.1,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.82,6.88,0.21,0.557,-1.87,0.71,-0.22,0.33,0.6,0.09,0.3,0,0,0,0,tran,2011
1078.03,28.4638115,2.33,0.151,325,1.22,0.01,0.01,-0.12,0.53,-0.32,1.12,0.3,16.6,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.82,28.46,0.21,0.557,-1.34,0.7,0.19,0.4,0.6,0.49,0.54,0,0,0,0,tran,2011
1096.01,-414,8.62,-99,-99,-99,-99,-99,0.23,1.99,0.23,1.56,0.2,-99,,,,,,,,Warm,Jovian,gas,hydrogen-rich,non-habitable,0.72,2.72,414,0.595,1.471,0.07,8.06,1.82,0.11,0.18,0.71,0.38,0,0,1,0,tran,2011
1103.01,90.1386395,6.94,0.421,464,1.98,0.26,-0.78,-99,-99,-99,-99,-99,26.9,,,,,,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.81,2.17,90.14,0.862,2.073,-1.75,4.38,0.29,0.17,0.29,0.22,0.25,0,0,0,0,tran,2011
1127.01,5.3266791,2.66,0.059,958,2.41,1.8,-0.49,-0.07,0.19,-0.21,0.31,0.7,11.9,,,,,,,,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.33,1.89,5.33,0.632,1.565,-2.23,1.1,-0.55,0.28,0.54,0.01,0.23,0,0,0,0,tran,2011
1127.02,8.1281047,1.69,0.079,828,1.68,-99,0.03,-1,0.83,-0.16,2.65,1.1,-99,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.4,1.54,8.13,0.632,1.565,-2.18,0.15,-0.69,0.3,0.74,0.02,0.28,0,0,0,0,tran,2011
1127.03,2.8367833,1.38,0.039,1178,1.22,-99,1.91,-2.38,0.49,-0.79,0.54,5.1,-99,,,,,,,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.28,1.33,2.84,0.632,1.565,-2.27,-0.1,-0.98,0.29,0.84,0,0.29,0,0,0,0,tran,2011
1161.02,10.9371062,2,0.089,689,2.78,0.08,0.53,0.13,0.76,-0.56,1.59,0.4,-99,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.7,10.94,0.539,1.353,-2.1,0.41,-0.5,0.31,0.67,0.03,0.28,0,0,0,0,tran,2011
1161.03,2.971365,1.24,0.037,1069,0.62,0.6,1.12,0.13,0.8,-0.12,2.12,0.1,-99,,,,,,,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.23,1.27,2.97,0.539,1.353,-2.23,-0.15,-1,0.29,0.87,0.01,0.29,0,0,0,0,tran,2011
1174.01,-1299,2.5,-99,-99,-99,-99,-99,-0.21,0.07,0.24,0.08,4,-99,,,,,,,,Cold,Superterran,rocky-water,hydrogen-rich,non-habitable,1.43,1.84,330,0.273,0.714,1.37,0.76,1.02,0.35,0.59,0.32,0.44,0,0,0,0,tran,2011
1191.01,8.1724828,3.5,0.081,868,0.74,-99,0.62,-99,-99,-99,-99,-99,12.8,,,,,,,,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.06,1.78,8.17,0.601,1.477,-2.19,1.68,-0.52,0.26,0.5,0.02,0.22,0,0,0,0,tran,2011
1194.01,8.7077779,1.82,0.07,549,0.17,-99,1.26,-99,-99,-99,-99,-99,12.9,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.65,8.71,0.274,0.718,-1.91,0.32,-0.38,0.34,0.69,0.08,0.32,0,0,0,0,tran,2011
1194.02,14.8629699,1.4,0.1,459,0.09,-99,-0.3,0.45,0.72,-0.85,1.9,0.6,-99,,,,,,,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.33,1.41,14.86,0.274,0.718,-1.77,-0.02,-0.47,0.35,0.8,0.16,0.39,0,0,0,0,tran,2011
1194.03,4.1763664,1.08,0.043,700,0.79,-99,-0.38,-1.16,0.49,6.81,2.61,2.7,-99,,,,,,,,Hot,Terran,rocky-iron,metals-rich,non-habitable,1.13,1.14,4.18,0.274,0.718,-2.03,-0.24,-0.91,0.31,0.93,0.03,0.31,0,0,0,0,tran,2011
1198.03,35.6756036,2.92,0.228,634,0.08,1.21,0.72,0.41,0.91,0.03,0.34,0.5,-99,,,,,,,,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.21,1.84,35.68,1.051,2.508,-2.13,1.33,-0.33,0.28,0.53,0.05,0.25,0,0,0,0,tran,2011
1198.04,1.0086168,1.52,0.021,2090,0.34,-99,0.84,3.31,2.32,0.28,1.75,1.4,-99,,,,,,,,Hot,Superterran,rocky-iron,no-atmosphere,non-habitable,1.31,1.38,1.01,1.051,2.508,-2.41,-0.05,-1.15,0.27,0.82,0,0.28,0,0,0,0,tran,2011
1203.03,48.6540858,2.79,0.265,487,0.44,0.25,-0.17,-0.44,1.3,1.59,0.84,1.9,-99,,,,,,,,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.21,1.84,48.65,0.775,1.88,-1.92,1.33,-0.15,0.3,0.53,0.12,0.29,0,0,0,0,tran,2011
1206.01,-1548,6.03,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,Warm,Jovian,gas,hydrogen-rich,non-habitable,0.8,2.23,1548,1.073,2.637,0.94,4.71,1.4,0.17,0.28,0.47,0.36,0,0,0,0,tran,2011
1209.01,272.0699957,5.77,0.737,216,0,0.06,1.78,-0.17,0.31,0.05,0.24,0.6,-99,,,,,,,,Warm,Jovian,gas,hydrogen-rich,non-habitable,0.77,2.41,272.07,0.572,1.417,-0.46,5.88,1.23,0.14,0.23,0.94,0.46,0,0,0,0,tran,2011
1239.01,0.7832832,1.58,0.017,1951,1.46,0,-0.33,-99,-99,-99,-99,-99,9.6,,,,,,,,Hot,Superterran,rocky-iron,no-atmosphere,non-habitable,1.28,1.33,0.78,0.652,1.595,-2.35,-0.09,-1.13,0.28,0.84,0,0.28,0,0,0,0,tran,2011
1239.02,3.1740667,1.74,0.043,1227,0.45,0.13,-0.55,-6.01,0.51,1.99,0.58,12.3,11.9,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.34,1.43,3.17,0.652,1.595,-2.29,0.01,-0.91,0.29,0.79,0,0.28,0,0,0,0,tran,2011
1240.02,4.8070777,2.34,0.054,961,0.93,0,-0.37,0.12,0.2,-0.07,0.57,0.4,13.5,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.85,4.81,0.637,1.568,-2.25,0.8,-0.6,0.29,0.59,0.01,0.24,0,0,0,0,tran,2011
1255.01,78.9250902,9.33,0.354,378,5.52,1.26,-0.28,-99,-99,-99,-99,-99,48.3,,,,,,,,Hot,Jovian,gas,metals-rich,non-habitable,0.77,2.36,78.93,0.457,1.135,-1.3,5.55,0.78,0.15,0.24,0.52,0.37,0,0,0,0,tran,2011
1258.02,14.6461586,2.24,0.116,665,1.54,0.64,-5.79,0.12,0.27,-0.38,0.52,0.8,-99,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.78,14.65,0.611,1.506,-2.11,0.6,-0.41,0.31,0.62,0.04,0.27,0,0,0,0,tran,2011
1261.02,15.1947091,2.09,0.122,713,2.68,0.71,-0.38,-0.46,0.9,0.07,1,0.5,-99,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.71,15.19,0.741,1.803,-2.17,0.43,-0.51,0.31,0.66,0.03,0.27,0,0,0,0,tran,2011
1270.02,11.6092567,1.55,0.094,631,0.72,0.01,-0.92,0.23,0.36,-0.09,0.44,0.7,13.4,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.36,1.47,11.61,0.475,1.194,-2.06,0.05,-0.62,0.32,0.78,0.05,0.31,0,0,0,1,tran,2011
1271.01,161.8593159,10.29,0.615,424,15.82,3.65,-0.42,0.1,0.09,0.06,0.06,1.4,117.4,,,,,,,,Hot,Jovian,gas,metals-rich,non-habitable,0.71,2.74,161.86,1.358,3.223,-1.78,8.22,0.8,0.11,0.17,0.2,0.19,0,0,0,0,tran,2011
1274.01,-362,4.73,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,Warm,Neptunian,gas,metals-rich,non-habitable,0.85,2,362,0.508,1.275,0.08,3.45,0.9,0.22,0.35,0.68,0.49,0,0,0,0,tran,2011
1276.02,13.2610673,1.24,0.107,667,1.67,0,0.32,-4.12,5.85,3.24,15.51,0.5,-99,,,,,,,,Hot,Terran,rocky-iron,metals-rich,non-habitable,1.19,1.21,13.26,0.583,1.442,-2.11,-0.19,-0.84,0.31,0.9,0.04,0.32,0,0,0,0,tran,2011
1279.02,9.6518967,0.74,0.084,731,1.38,0.65,0.46,0.86,0.43,1.09,0.79,2.1,-99,,,,,,,,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.88,0.88,9.65,0.672,1.646,-2.2,-0.36,-1.13,0.29,0.94,0.02,0.3,0,0,0,0,tran,2011
1305.02,6.1867691,1.12,0.063,798,0.65,0.01,0.96,-0.54,0.3,-0.95,0.96,1.3,-99,,,,,,,,Hot,Terran,rocky-iron,metals-rich,non-habitable,1.11,1.12,6.19,0.503,1.257,-2.17,-0.25,-0.97,0.3,0.94,0.02,0.3,0,0,0,0,tran,2011
1316.02,12.3767931,1.47,0.113,1019,3.45,-99,1.23,-2.46,0.3,0.67,1.95,4.4,-99,,,,,,,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.32,1.39,12.38,1.357,3.34,-2.25,-0.03,-0.89,0.29,0.81,0.01,0.29,0,0,0,0,tran,2011
1320.01,10.5068215,8.09,0.088,631,1.33,-99,0.89,-99,-99,-99,-99,-99,134.8,,,,,,,,Hot,Jovian,gas,metals-rich,non-habitable,0.75,2.48,10.51,0.425,1.084,-2.01,6.37,0.19,0.13,0.22,0.05,0.13,0,0,0,0,tran,2011
1323.01,3.9901099,7.38,0.049,1054,1.73,-99,0.24,-99,-99,-99,-99,-99,81.8,,,,,,,,Hot,Jovian,gas,metals-rich,non-habitable,0.79,2.25,3.99,0.544,1.342,-2.24,4.88,-0.33,0.16,0.27,0.01,0.13,0,0,0,0,tran,2011
1331.01,6.8009445,1.73,0.063,654,1.49,-99,-0.06,-99,-99,-99,-99,-99,11,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.37,1.48,6.8,0.31,0.802,-2,0.07,-0.59,0.32,0.77,0.05,0.31,0,0,0,0,tran,2011
1332.01,19.3056066,2.66,0.135,680,1.35,0.54,0.26,0.18,0.34,-0.55,0.33,1.8,13.4,,,,,,,,Hot,Neptunian,water-gas,metals-rich,non-habitable,0.99,1.75,19.31,0.832,2.055,-2.12,1.85,-0.45,0.26,0.49,0.03,0.23,0,0,0,0,tran,2011
1332.02,6.0972823,1.5,0.063,995,0.67,0,0.05,-0.78,0.1,-0.26,0.3,6.2,-99,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.38,1.51,6.1,0.832,2.055,-2.25,0.11,-0.82,0.29,0.75,0.01,0.28,0,0,0,0,tran,2011
1336.02,15.5741568,2.86,0.121,753,1.15,0.67,-1.62,0.08,0.36,0.35,0.31,1.2,-99,,,,,,,,Hot,Neptunian,rocky-water,metals-rich,non-habitable,4.86,3.77,15.57,0.895,2.17,-2.21,0.14,0.85,0.3,0.51,0.02,0.23,0,0,0,1,tran,2011
1338.02,42.0355129,1.6,0.226,496,1.05,0.19,1.05,0.48,1.75,-1.29,1.24,1.1,-99,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.38,1.51,42.04,0.748,1.833,-1.95,0.1,-0.46,0.33,0.76,0.1,0.34,0,0,0,0,tran,2011
1342.02,8.1819433,1.87,0.075,941,0.75,0.01,1.17,-0.59,0.81,-0.17,1.52,0.7,13.1,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.76,8.18,0.95,2.283,-2.3,0.54,-0.66,0.29,0.64,0.01,0.25,0,0,0,0,tran,2011
1353.02,34.5436345,3.87,0.223,728,0.62,0.08,-0.34,0.17,0.25,0.31,0.6,0.7,-99,,,,,,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.89,1.84,34.54,1.417,3.411,-2.2,2.61,-0.44,0.23,0.42,0.03,0.2,0,0,0,0,tran,2011
1356.01,-384,8.82,-99,-99,-99,-99,-99,-0.06,0.04,-0.04,0.04,1.8,-99,,,,,,,,Warm,Jovian,gas,hydrogen-rich,non-habitable,0.74,2.59,384.03,0.776,1.897,-0.56,7.09,1.39,0.12,0.2,0.98,0.43,0,0,0,0,tran,2011
1357.01,3.0143496,2.73,0.039,1087,0.55,0.14,0.8,-0.41,0.15,0.03,0.19,2.9,19.7,,,,,,,,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.19,1.83,3.01,0.565,1.438,-2.2,1.38,-0.66,0.27,0.52,0.01,0.22,0,0,0,0,tran,2011
1358.01,5.6449541,2.12,0.056,699,1.17,1.07,-1.07,-99,-99,-99,-99,-99,22.1,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.74,5.64,0.334,0.866,-2.04,0.5,-0.46,0.32,0.65,0.03,0.27,0,0,0,0,tran,2011
1358.02,8.7430607,1.56,0.075,604,1.69,0.02,-0.59,0.59,0.3,6.13,0.3,20.7,-99,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.36,1.47,8.74,0.334,0.866,-1.97,0.05,-0.58,0.33,0.78,0.06,0.32,0,0,0,0,tran,2011
1358.03,3.6484591,1.11,0.042,808,0.9,0.01,1.58,0.12,1.3,6.71,2.16,3.1,-99,,,,,,,,Hot,Terran,rocky-iron,metals-rich,non-habitable,1.11,1.12,3.65,0.334,0.866,-2.1,-0.25,-0.97,0.3,0.94,0.02,0.31,0,0,0,0,tran,2011
1359.01,37.1006382,3.08,0.203,505,0.11,0,-0.49,0.91,1.16,0.87,1.58,0.9,-99,,,,,,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.9,1.78,37.1,0.678,1.67,-1.92,2.33,-0.21,0.25,0.44,0.11,0.26,0,0,0,0,tran,2011
1359.02,104.8197965,6.46,0.406,357,2.56,0,0.54,1.02,1.27,0.98,1.23,1.2,32.5,,,,,,,,Hot,Jovian,gas,metals-rich,non-habitable,0.77,2.37,104.82,0.678,1.67,-1.47,5.63,0.68,0.15,0.24,0.39,0.31,0,0,0,0,tran,2011
1362.01,20.5132085,2.29,0.129,514,0.48,0.71,0.32,2.18,1.39,-2.08,0.49,2.8,13.5,,,,,,,,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.3,1.88,20.51,0.476,1.205,-1.91,1.16,-0.15,0.31,0.54,0.1,0.29,0,0,0,0,tran,2011
1363.02,5.7007811,1.82,0.063,973,1.21,-99,0.15,0.5,1.08,-1.52,1.53,1.1,-99,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.41,1.58,5.7,0.716,1.746,-2.27,0.2,-0.76,0.29,0.72,0.01,0.27,0,0,0,0,tran,2011
1364.03,11.9782642,2.59,0.098,712,2.07,0.11,0.33,0.02,0.23,0.51,0.71,0.7,-99,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.88,11.98,0.595,1.483,-2.12,0.88,-0.38,0.3,0.57,0.03,0.25,0,0,0,0,tran,2011
1364.04,3.7152835,1.95,0.045,1051,2.97,0.85,0.81,0.83,0.54,0.66,0.97,1.4,-99,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.64,3.72,0.595,1.483,-2.24,0.3,-0.76,0.3,0.69,0.01,0.26,0,0,0,0,tran,2011
1364.05,2.5808499,1.75,0.035,1191,0.77,0.21,0.05,-0.57,2.21,-1.48,1.28,1.1,-99,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.35,1.44,2.58,0.595,1.483,-2.26,0.02,-0.93,0.29,0.79,0,0.28,0,0,0,0,tran,2011
1366.02,54.1578402,3.44,0.281,440,0.8,0.74,-0.27,-0.14,0.25,0.07,0.2,0.6,-99,,,,,,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.93,1.72,54.16,0.625,1.54,-1.76,2.03,-0.15,0.27,0.48,0.2,0.32,0,0,0,0,tran,2011
1393.01,1.6947354,2.13,0.023,859,0.5,0,-0.96,1.31,0.23,4.61,1.73,2.9,21.2,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.82,1.69,0.227,0.606,-2.08,0.69,-0.57,0.31,0.61,0.01,0.25,0,0,0,0,tran,2011
