KOI,Dur,Depth,SNR,t0,t0_unc,Period,P_unc,a/R*,a/R*_unc,r/R*,r/R*_unc,b,b_unc,Rp,a,Teq,EB prob,V,FOP,N,P. Zone Class,P. Mass Class,P. Composition Class,P. Atmosphere Class,P. Habitable Class,P. Gravity (EU),P. Esc Vel (EU),P. Period (days),S. Hab Zone Min (AU),S. Hab Zone Max (AU),P. HZD,P. HZC,P. HZA,P. HZI,P. Int ESI,P. Surf ESI,P. ESI,S. HabCat,P. Habitable,P. Hab Moon,P. Confirmed,P. Disc. Method,P. Disc. Year
2307.01,4.1503155,1.88,0.048,958,0.67,0,0.41,0.24,0.44,0.44,0.37,1.3,9.8,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.65,4.15,0.556,1.383,-2.23,0.32,-0.72,0.3,0.69,0.01,0.27,0,0,0,0,tran,2012
2308.01,28.5027261,2.97,0.177,539,4.31,0,-0.08,-0.11,1.33,-0.99,0.58,1.7,9.8,,,,,,,,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.06,1.78,28.5,0.635,1.566,-1.98,1.68,-0.27,0.28,0.5,0.09,0.26,0,0,0,0,tran,2012
2309.01,53.5966357,2.44,0.284,495,1.16,1.01,0.43,-0.45,0.36,0.37,0.39,1.7,9.8,,,,,,,,Hot,Neptunian,rocky-water,metals-rich,non-habitable,1.41,1.91,53.6,0.95,2.28,-1.99,0.98,-0.13,0.31,0.56,0.1,0.29,0,0,0,0,tran,2012
2310.01,16.4588048,1.93,0.124,639,0.04,0.83,0.69,-1.15,1.89,0.14,3.13,0.6,9.8,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.7,16.46,0.658,1.615,-2.11,0.41,-0.47,0.31,0.67,0.04,0.28,0,0,0,0,tran,2012
2311.01,191.8909787,1.47,0.664,310,1.69,0.02,-0.46,-0.04,0.09,1.21,0.02,51.5,-99,,,,,,,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.23,1.27,191.89,0.736,1.809,-1.13,-0.15,-0.34,0.46,0.87,0.63,0.72,0,0,0,0,tran,2012
2311.02,13.725101,1.1,0.114,747,2.23,-99,-0.78,-0.96,0.25,-1.44,0.9,2.3,-99,,,,,,,,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.99,0.99,13.73,0.736,1.809,-2.16,-0.32,-1.03,0.29,0.99,0.03,0.31,0,0,0,0,tran,2012
2312.01,176.2767753,2.41,0.645,482,1.28,0.01,0.51,0.93,1.46,0.29,1.44,0.7,-99,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.85,176.28,1.708,4.129,-1.88,0.8,-0.1,0.33,0.59,0.14,0.33,0,0,0,0,tran,2012
2313.01,16.0767746,2.18,0.126,680,2.72,0.95,-0.11,0.08,0.94,0.12,1.97,0.1,9.8,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.74,16.08,0.712,1.738,-2.14,0.5,-0.46,0.31,0.65,0.03,0.27,0,0,0,0,tran,2012
2314.01,18.8706109,2.12,0.138,670,1.07,0.03,-0.02,-0.4,0.24,-0.42,0.28,2.2,9.8,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.8,18.87,0.811,1.963,-2.16,0.65,-0.42,0.3,0.61,0.03,0.26,0,0,0,0,tran,2012
2315.01,22.1338965,1.77,0.138,474,0.34,0,-0.1,-0.1,0.97,0.13,0.79,0.2,9.8,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.71,22.13,0.447,1.128,-1.89,0.43,-0.27,0.34,0.66,0.12,0.33,0,0,0,0,tran,2012
2316.01,17.1375581,2.29,0.133,738,4.03,1.51,-0.48,0.24,0.3,0.42,0.28,1.7,9.7,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.82,17.14,0.891,2.149,-2.2,0.69,-0.46,0.3,0.61,0.02,0.26,0,0,0,0,tran,2012
2317.01,3.7887527,1.27,0.048,1220,1.09,0.74,0.08,0.5,1.88,0.91,0.79,0.9,9.7,,,,,,,,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.19,1.21,3.79,0.835,2.048,-2.3,-0.19,-1.07,0.28,0.9,0,0.29,0,0,0,0,tran,2012
2318.01,10.4585364,1.27,0.082,559,0.96,0.01,-1.15,-0.5,0.33,-0.72,0.57,1.7,9.7,,,,,,,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.23,1.27,10.46,0.334,0.862,-1.95,-0.15,-0.71,0.32,0.87,0.07,0.34,0,0,0,0,tran,2012
2319.01,21.1035357,1.71,0.155,778,2.03,-99,-0.03,0.44,0.9,-0.04,0.92,0.5,9.7,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.4,1.55,21.1,1.141,2.723,-2.24,0.17,-0.67,0.3,0.74,0.02,0.28,0,0,0,0,tran,2012
2321.01,95.6090911,2.1,0.422,413,0.13,0.59,-0.24,-0.21,0.64,-0.79,0.74,1.1,9.7,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.78,95.61,0.916,2.201,-1.76,0.61,-0.08,0.35,0.62,0.21,0.38,0,0,0,0,tran,2012
2323.01,58.3453066,1.61,0.266,377,0.06,0,0.9,0.46,0.2,-1.52,2.13,0.8,9.7,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.65,58.34,0.575,1.441,-1.7,0.32,-0.18,0.37,0.69,0.23,0.42,0,0,0,0,tran,2012
2324.01,1.2046814,0.54,0.017,737,2.73,0.42,0.28,-3.21,2.68,10.79,4.73,2.4,9.7,,,,,,,,Hot,Mercurian,iron,no-atmosphere,non-habitable,0.63,0.45,1.2,0.069,0.19,-1.93,-1.13,-1.39,0.28,0.48,0.05,0.23,0,0,0,0,tran,2012
2325.01,1.0258586,1.4,0.018,1398,0.21,0,-0.5,-0.14,0.3,0.16,0.59,0.4,-99,,,,,,,,Hot,Superterran,rocky-iron,no-atmosphere,non-habitable,1.26,1.3,1.03,0.424,1.079,-2.24,-0.12,-1.06,0.29,0.85,0,0.29,0,0,0,0,tran,2012
2327.01,5.5997944,1.38,0.059,847,1.35,0.36,-1.11,0.25,0.72,-0.06,1.75,0.3,9.7,,,,,,,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.28,1.33,5.6,0.525,1.309,-2.19,-0.1,-0.86,0.3,0.84,0.01,0.29,0,0,0,0,tran,2012
2328.01,25.2033036,2.21,0.167,564,1.37,1.02,-3.17,0.2,0.42,0.38,0.34,1.2,9.6,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.78,25.2,0.656,1.611,-2.03,0.6,-0.3,0.32,0.62,0.07,0.29,0,0,0,0,tran,2012
2329.01,1.6153495,1.35,0.022,851,0.19,0,-0.21,0.05,0.17,0.1,0.13,0.8,-99,,,,,,,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.26,1.3,1.62,0.21,0.557,-2.08,-0.12,-0.88,0.31,0.85,0.01,0.3,0,0,0,0,tran,2012
2331.01,2.8326167,1.33,0.039,1313,2.17,1.31,-0.28,0.47,0.22,0.06,0.48,2.1,9.6,,,,,,,,Hot,Superterran,rocky-iron,no-atmosphere,non-habitable,1.26,1.3,2.83,0.846,2.054,-2.34,-0.12,-1.05,0.28,0.85,0,0.29,0,0,0,0,tran,2012
2332.01,3.7005633,1.54,0.045,1438,0.37,0.57,-0.86,0.51,1.15,0.12,0.82,0.5,9.6,,,,,,,,Hot,Superterran,rocky-iron,no-atmosphere,non-habitable,1.27,1.32,3.7,1.057,2.637,-2.28,-0.1,-1.05,0.28,0.84,0,0.29,0,0,0,0,tran,2012
2333.01,3.9308728,1.36,0.05,1361,0.63,0.2,-0.92,-0.92,0.47,0.28,0.59,2,9.6,,,,,,,,Hot,Superterran,rocky-iron,no-atmosphere,non-habitable,1.27,1.31,3.93,1.135,2.74,-2.35,-0.11,-1.05,0.28,0.85,0,0.29,0,0,0,0,tran,2012
2333.02,7.6301794,1.63,0.077,1097,0.63,0.69,-0.56,0.11,0.36,0.07,0.77,0.2,-99,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.38,1.49,7.63,1.135,2.74,-2.32,0.08,-0.87,0.29,0.76,0.01,0.28,0,0,0,0,tran,2012
2335.01,16.22391,1.74,0.119,731,2.44,1.15,-0.91,-0.59,0.84,-0.71,1.14,0.9,9.6,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.65,16.22,0.885,2.166,-2.19,0.32,-0.59,0.3,0.69,0.02,0.27,0,0,0,0,tran,2012
2337.01,8.4964491,2.08,0.072,666,1.29,1.18,0.08,0.12,0.16,-0.21,0.22,1.2,9.6,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.82,8.5,0.456,1.153,-2.09,0.69,-0.42,0.31,0.61,0.03,0.26,0,0,0,0,tran,2012
2338.01,66.1831723,1.86,0.309,409,0.85,0.6,4.17,-0.19,0.83,-0.59,0.54,1.1,9.6,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.7,66.18,0.701,1.712,-1.75,0.41,-0.16,0.36,0.67,0.21,0.39,0,0,0,0,tran,2012
2339.01,2.0323175,1.35,0.029,1037,0.18,1.24,-1.26,-0.35,0.52,0.08,1.02,0.6,9.8,,,,,,,,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.11,1.12,2.03,0.324,0.839,-2.15,-0.25,-1.04,0.29,0.94,0.01,0.3,0,0,0,0,tran,2012
2339.02,65.1870372,1.46,0.29,328,4.76,-99,-0.23,1.86,1.03,0.28,0.15,1.8,-99,,,,,,,,Hot,Terran,rocky-iron,metals-rich,non-habitable,1.19,1.21,65.19,0.324,0.839,-1.19,-0.19,-0.41,0.44,0.9,0.62,0.72,0,0,0,0,tran,2012
2340.01,7.6849281,1.9,0.076,886,0.92,0.64,-0.07,0.08,0.64,-0.11,1.06,0.1,9.8,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.6,7.68,0.693,1.714,-2.21,0.23,-0.7,0.3,0.71,0.01,0.27,0,0,0,0,tran,2012
2342.01,15.0446258,1.22,0.111,790,1.09,-99,3.06,0.8,0.64,1.56,0.65,2.7,9.6,,,,,,,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.31,1.37,15.04,1.028,2.482,-2.24,-0.05,-0.82,0.29,0.82,0.02,0.29,0,0,0,0,tran,2012
2343.01,29.0730843,2.56,0.177,582,0.29,0.01,3.09,-0.1,1.45,0.03,0.72,0.1,9.5,,,,,,,,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.3,1.88,29.07,0.796,1.954,-2.06,1.16,-0.27,0.3,0.54,0.06,0.26,0,0,0,0,tran,2012
2344.01,1.118557,1.02,0.018,1103,2.21,0.12,-1.62,0.14,0.88,-0.21,1.59,0.2,-99,,,,,,,,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.01,1.01,1.12,0.276,0.72,-2.16,-0.31,-1.15,0.29,1,0.01,0.3,0,0,0,0,tran,2012
2345.01,15.1870055,1.75,0.116,756,1.79,0.04,-1.47,-0.21,0.23,-0.48,0.37,1.5,9.5,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.65,15.19,0.909,2.195,-2.22,0.33,-0.6,0.3,0.69,0.02,0.27,0,0,0,0,tran,2012
2346.01,28.6854904,2.34,0.176,514,0.21,1.12,0.41,0.16,0.18,0.24,0.61,0.5,9.5,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.89,28.69,0.627,1.544,-1.97,0.9,-0.17,0.31,0.57,0.09,0.29,0,0,0,0,tran,2012
2347.01,0.5879933,1.01,0.011,1230,3.61,0.12,1.22,-0.17,0.22,-0.24,0.19,1.5,-99,,,,,,,,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.01,1.01,0.59,0.215,0.571,-2.15,-0.31,-1.18,0.29,1,0,0.3,0,0,0,0,tran,2012
2348.01,85.7428027,2.97,0.384,424,1.53,0.35,-0.26,-0.26,0.71,0.29,0.85,0.5,9.5,,,,,,,,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.06,1.78,85.74,0.875,2.121,-1.79,1.68,-0.1,0.29,0.5,0.19,0.33,0,0,0,0,tran,2012
2350.01,1.0783902,1.89,0.02,1575,0.4,0.09,1.02,-0.14,0.24,0.49,0.35,1.5,-99,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.37,1.48,1.08,0.517,1.303,-2.27,0.07,-1,0.29,0.77,0,0.28,0,0,0,0,tran,2012
2351.01,10.2740236,1.8,0.09,728,0.01,0,-1.41,0.11,0.36,0.56,0.48,1.2,9.5,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.65,10.27,0.624,1.536,-2.17,0.32,-0.58,0.31,0.69,0.02,0.28,0,0,0,0,tran,2012
2352.01,13.3914013,1.11,0.122,959,0.86,1.12,-1.11,-99,-99,-99,-99,-99,9.5,,,,,,,,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.13,1.14,13.39,1.296,3.075,-2.32,-0.24,-1.02,0.28,0.93,0.01,0.3,0,0,0,0,tran,2012
2352.02,5.6290257,0.79,0.068,1284,2.86,0,0.59,-99,-99,-99,-99,-99,9.3,,,,,,,,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.82,0.82,5.63,1.296,3.075,-2.38,-0.38,-1.29,0.27,0.9,0,0.29,0,0,0,0,tran,2012
2353.01,5.1867808,2,0.055,819,0.99,0.06,0.63,-0.02,0.42,-0.53,0.6,0.9,9.5,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.7,5.19,0.451,1.139,-2.15,0.41,-0.6,0.31,0.67,0.02,0.27,0,0,0,0,tran,2012
2354.01,1.1512393,1.46,0.021,1677,1.02,0,1.24,0.1,0.16,-0.2,0.15,1.5,9.5,,,,,,,,Hot,Superterran,rocky-water,no-atmosphere,non-habitable,1.37,1.47,1.15,0.809,1.959,-2.37,0.06,-1.06,0.28,0.77,0,0.28,0,0,0,0,tran,2012
2355.01,1.2169973,1.46,0.02,1209,1.8,0.01,0.84,-0.23,0.61,-0.24,1.35,0.3,9.4,,,,,,,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.31,1.38,1.22,0.367,0.943,-2.21,-0.05,-0.97,0.29,0.82,0,0.28,0,0,0,0,tran,2012
2356.01,13.682009,1.6,0.114,743,3.07,0.74,-1.53,-0.49,0.24,-0.07,0.23,2.1,9.4,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.37,1.48,13.68,0.783,1.899,-2.2,0.07,-0.7,0.3,0.77,0.02,0.29,0,0,0,0,tran,2012
2357.01,2.4209142,1.39,0.035,1251,0.58,0.44,0.58,0.08,0.7,0.2,1.42,0.2,9.4,,,,,,,,Hot,Superterran,rocky-iron,no-atmosphere,non-habitable,1.31,1.38,2.42,0.756,1.837,-2.33,-0.05,-1,0.28,0.82,0,0.28,0,0,0,0,tran,2012
2358.01,56.4943117,1.94,0.293,501,0.62,0.5,0.23,1.99,1.36,0.2,0.6,1.5,9.4,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.78,56.49,1.005,2.403,-2,0.59,-0.25,0.32,0.63,0.09,0.31,0,0,0,0,tran,2012
2361.01,5.7839256,1.95,0.064,991,0.29,1.39,-1.39,0.35,0.67,-0.44,1.53,0.4,9.4,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.65,5.78,0.742,1.806,-2.27,0.32,-0.72,0.29,0.69,0.01,0.27,0,0,0,0,tran,2012
2362.02,11.0848699,2.4,0.089,632,0.7,0.09,0.64,0.13,0.25,1.07,0.81,1.3,-99,,,,,,,,Hot,Neptunian,rocky-water,metals-rich,non-habitable,1.41,1.91,11.08,0.469,1.199,-2.03,0.98,-0.28,0.31,0.56,0.05,0.26,0,0,0,0,tran,2012
2363.01,3.1386912,1.46,0.038,965,1.84,0.07,-0.4,-0.03,0.47,0.83,0.34,2.5,9.4,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.6,3.14,0.556,1.395,-2.23,0.23,-0.8,0.3,0.71,0.01,0.27,0,0,0,0,tran,2012
2364.01,5.2430694,3.91,0.057,1329,0.53,0.05,-1.19,-0.13,0.04,-1.12,0.43,2.6,9.4,,,,,,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.9,1.8,5.24,1.109,2.801,-2.24,2.45,-0.73,0.23,0.43,0,0.19,0,0,0,0,tran,2012
2365.01,35.968642,1.59,0.211,585,1.36,0.29,0.76,0.96,0.82,0.87,2.72,0.7,9.4,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.41,1.58,35.97,0.997,2.402,-2.11,0.2,-0.52,0.31,0.72,0.05,0.3,0,0,0,0,tran,2012
2366.01,25.3685533,1.37,0.177,725,1.95,1.28,0.61,0.47,2.08,0.22,1.59,0.3,9.3,,,,,,,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.24,1.27,25.37,1.074,2.578,-2.19,-0.14,-0.82,0.3,0.87,0.03,0.31,0,0,0,0,tran,2012
2367.01,6.8920399,1.17,0.072,1098,2.78,0.75,1.17,0,0.28,0.54,0.61,0.9,9.3,,,,,,,,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.1,1.11,6.89,1.02,2.452,-2.32,-0.26,-1.08,0.28,0.94,0.01,0.3,0,0,0,0,tran,2012
2368.01,8.0707324,1.47,0.074,835,0.43,0.87,1.05,-0.69,1.03,-0.74,1.52,0.8,9.3,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.35,1.45,8.07,0.678,1.664,-2.22,0.03,-0.78,0.3,0.78,0.01,0.29,0,0,0,0,tran,2012
2369.01,11.0183179,2.22,0.097,787,0.76,0.27,0.76,0.21,0.49,-0.41,0.43,1.1,9.3,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.82,11.02,0.774,1.878,-2.22,0.69,-0.51,0.3,0.61,0.02,0.25,0,0,0,0,tran,2012
2369.02,6.3145099,1.67,0.067,947,0.54,-99,1.26,1.03,0.89,-0.27,1.42,1.1,-99,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.41,1.58,6.31,0.774,1.878,-2.28,0.21,-0.76,0.29,0.72,0.01,0.27,0,0,0,0,tran,2012
2370.01,78.7275508,5.68,0.396,566,3.29,1.49,1.9,-0.24,0.72,0.42,0.45,0.9,9.3,,,,,,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.81,2.15,78.73,1.495,3.539,-2.08,4.29,-0.01,0.17,0.3,0.07,0.18,0,0,0,0,tran,2012
2371.01,12.9412985,1.7,0.108,745,0.92,0.08,0.62,-99,-99,-99,-99,-99,9.3,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.65,12.94,0.825,1.996,-2.22,0.32,-0.61,0.3,0.69,0.02,0.27,0,0,0,0,tran,2012
2372.01,5.3493247,1.11,0.059,1067,2.75,0.01,0.36,-0.26,0.53,-0.36,1.17,0.4,9.3,,,,,,,,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.17,1.19,5.35,0.888,2.141,-2.32,-0.21,-1.04,0.28,0.9,0.01,0.29,0,0,0,0,tran,2012
2373.01,147.2795597,2.2,0.541,333,1.91,0.23,-0.72,-0.47,0.41,-1.27,0.82,1.7,9.3,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.78,147.28,0.757,1.854,-1.4,0.6,0.11,0.4,0.62,0.44,0.52,0,0,0,0,tran,2012
2374.01,5.2622552,1.17,0.055,954,0.07,0.65,-0.46,-0.11,0.69,0.22,1.14,0.2,9.3,,,,,,,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.26,1.3,5.26,0.715,1.769,-2.25,-0.12,-0.95,0.29,0.85,0.01,0.29,0,0,0,0,tran,2012
2374.02,12.1626171,1.95,0.096,722,3.02,0.89,0.06,0.48,2.11,-0.86,0.97,0.8,-99,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.8,12.16,0.715,1.769,-2.17,0.64,-0.49,0.3,0.62,0.02,0.26,0,0,0,0,tran,2012
2376.01,18.8273475,2.37,0.128,558,0.91,0.25,0.17,0.08,4.69,0.93,3.37,0.3,9.3,,,,,,,,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.3,1.88,18.83,0.543,1.381,-1.97,1.16,-0.22,0.3,0.54,0.07,0.27,0,0,0,0,tran,2012
2377.01,13.9030911,1.59,0.104,612,1.1,1.42,0.25,-0.44,0.77,0.91,0.99,1.1,9.2,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.37,1.48,13.9,0.509,1.282,-2.05,0.07,-0.6,0.32,0.77,0.05,0.31,0,0,0,0,tran,2012
2378.01,4.7670289,1.49,0.052,1009,4.62,1.4,-0.38,-1.68,0.69,0.78,1.56,2,9.2,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.35,1.44,4.77,0.68,1.681,-2.25,0.02,-0.87,0.29,0.79,0.01,0.28,0,0,0,0,tran,2012
2379.01,40.0072796,2.28,0.222,560,0.34,0.04,-0.06,0.13,0.48,-1.2,0.99,1.2,9.2,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.88,40.01,0.945,2.273,-2.06,0.88,-0.23,0.31,0.57,0.07,0.27,0,0,0,0,tran,2012
2380.01,6.3571518,3.93,0.067,924,1.15,0.59,-0.34,0.15,0.24,0.78,0.37,2.2,9.2,,,,,,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.88,1.87,6.36,0.728,1.775,-2.26,2.79,-0.56,0.22,0.4,0.01,0.18,0,0,0,0,tran,2012
2383.01,4.3703807,1.36,0.053,1088,0.61,0,-0.89,-0.58,0.46,-0.57,0.87,1.2,9.2,,,,,,,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.25,1.29,4.37,0.754,1.834,-2.3,-0.13,-0.98,0.29,0.86,0.01,0.29,0,0,0,0,tran,2012
2386.01,16.2693181,1.54,0.117,608,1.54,0.15,0.7,-3.96,2.61,-0.09,0.45,1.5,9.2,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.67,16.27,0.687,1.68,-2.13,0.36,-0.5,0.31,0.68,0.04,0.28,0,0,0,0,tran,2012
2387.01,2.0323238,1.58,0.032,1413,1.68,1.22,1.5,0.47,0.27,-0.36,0.59,1.4,9.2,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.38,1.49,2.03,0.803,1.945,-2.35,0.08,-0.98,0.28,0.76,0,0.27,0,0,0,0,tran,2012
2389.01,22.9227176,1.45,0.161,729,2.05,1.04,0.04,-0.35,0.78,1.09,1.13,1,9.1,,,,,,,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.32,1.39,22.92,1.061,2.551,-2.2,-0.03,-0.75,0.3,0.81,0.03,0.3,0,0,0,0,tran,2012
2390.01,16.1051856,1.51,0.122,768,4.22,0.42,1.37,-1.16,0.74,0.19,1.49,1.5,9.1,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.39,1.52,16.11,0.985,2.391,-2.22,0.12,-0.71,0.3,0.75,0.02,0.28,0,0,0,0,tran,2012
2392.01,7.4271643,1.16,0.069,844,2.44,0.01,0.64,0.06,1.53,-0.62,1.1,0.6,9.1,,,,,,,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.28,1.33,7.43,0.75,1.84,-2.24,-0.1,-0.89,0.29,0.84,0.01,0.29,0,0,0,0,tran,2012
2393.01,4.6030977,1.34,0.047,775,3.52,0.11,1.98,-0.65,0.58,0.03,0.99,1.1,9.1,,,,,,,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.3,1.36,4.6,0.386,0.987,-2.12,-0.06,-0.81,0.31,0.82,0.02,0.29,0,0,0,0,tran,2012
2397.01,12.0009503,1.41,0.089,594,0.83,0.92,0.89,-0.01,0.13,0.01,0.25,0.1,9.1,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.39,1.53,12,0.485,1.219,-2.06,0.13,-0.57,0.32,0.75,0.04,0.3,0,0,0,0,tran,2012
2398.01,1.168993,1.73,0.022,2241,2.31,0.04,-0.02,0.6,0.3,-0.71,0.71,1.6,-99,,,,,,,,Hot,Superterran,rocky-water,no-atmosphere,non-habitable,1.42,1.6,1.17,1.407,3.352,-2.42,0.23,-1.09,0.27,0.71,0,0.26,0,0,0,0,tran,2012
2399.01,1.9169924,0.77,0.027,1063,2.67,0.02,1.07,0.81,0.73,-0.09,1.32,1.1,9.1,,,,,,,,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.9,0.9,1.92,0.453,1.141,-2.23,-0.35,-1.22,0.28,0.95,0,0.3,0,0,0,0,tran,2012
2400.01,11.6192441,2.21,0.097,711,1.53,0.16,0.93,-0.36,0.73,0.32,1.61,0.4,9,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.88,11.62,0.7,1.711,-2.19,0.88,-0.42,0.29,0.57,0.02,0.25,0,0,0,0,tran,2012
2401.01,38.2302062,1.15,0.184,333,0.82,0.01,-0.61,0.12,0.61,0.16,1.25,0.2,9,,,,,,,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.26,1.3,38.23,0.316,0.818,-1.49,-0.12,-0.41,0.39,0.85,0.37,0.55,0,0,0,0,tran,2012
2402.01,16.301773,1.29,0.115,535,3.39,1.52,-0.26,-0.19,0.26,-0.17,0.43,0.7,9,,,,,,,,Hot,Terran,rocky-iron,metals-rich,non-habitable,1.1,1.11,16.3,0.35,0.901,-1.87,-0.26,-0.78,0.33,0.94,0.12,0.37,0,0,0,0,tran,2012
2404.01,2.1007672,1.5,0.031,1313,1.49,0.05,-1.1,0.34,0.89,0.48,1.56,0.4,9,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.34,1.43,2.1,0.677,1.663,-2.31,0.01,-0.98,0.28,0.79,0,0.28,0,0,0,0,tran,2012
2406.01,7.0107235,1.66,0.074,993,2.81,0.11,0.61,0.05,0.79,0.59,1.59,0.4,9,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.61,7.01,0.971,2.327,-2.32,0.25,-0.78,0.29,0.71,0.01,0.27,0,0,0,0,tran,2012
2407.01,17.2918408,1.38,0.132,694,5.43,1.5,-0.13,0.66,1.85,-1.7,1.19,1.4,9,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.34,1.43,17.29,0.857,2.068,-2.19,0.01,-0.72,0.3,0.79,0.03,0.3,0,0,0,0,tran,2012
2408.01,94.2898532,1.93,0.379,375,0.1,-99,-0.13,0.81,0.39,0.62,0.66,2.1,9,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.75,94.29,0.742,1.816,-1.64,0.53,-0.04,0.37,0.64,0.28,0.43,0,0,0,0,tran,2012
2409.01,0.5773752,1.54,0.012,1709,2.13,0,0.66,0.05,0.15,0.07,0.18,0.5,-99,,,,,,,,Hot,Superterran,rocky-water,no-atmosphere,non-habitable,1.38,1.5,0.58,0.474,1.19,-2.29,0.09,-1.04,0.28,0.76,0,0.27,0,0,0,0,tran,2012
