KOI,Dur,Depth,SNR,t0,t0_unc,Period,P_unc,a/R*,a/R*_unc,r/R*,r/R*_unc,b,b_unc,Rp,a,Teq,EB prob,V,FOP,N,P. Zone Class,P. Mass Class,P. Composition Class,P. Atmosphere Class,P. Habitable Class,P. Gravity (EU),P. Esc Vel (EU),P. Period (days),S. Hab Zone Min (AU),S. Hab Zone Max (AU),P. HZD,P. HZC,P. HZA,P. HZI,P. Int ESI,P. Surf ESI,P. ESI,S. HabCat,P. Habitable,P. Hab Moon,P. Confirmed,P. Disc. Method,P. Disc. Year,S. Name,S. Constellation
1061.01,5.8923,374,14,75.732,0.01,41.818,0.0021,34,162,0.021,0.019,0.8,1.6,2.3,0.241,520,-,4,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.85,41.81,0.755,1.845,-1.96,0.79,-0.17,0.32,0.59,0.1,0.3,0,0,0,0,tran,2011,KOI-1061,Lyr
1072.01,3.6243,428,19,72.112,0.006,10.12804,0.00026,19.22,0.34,0.01809,0.00099,0.467,0.01,2.1,0.094,881,-,4,,,Hot,Neptunian,rocky-water,metals-rich,non-habitable,1.41,1.91,10.13,0.896,2.166,-2.26,0.98,-0.51,0.28,0.56,0.01,0.23,0,0,0,0,tran,2011,KOI-1072,Cyg
1078.01,1.4965,1203,30,67.8711,0.002,3.353682,0.000029,18.96,0.81,0.0349,0.001,0.0461,-,1.9,0.034,660,-,4,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.59,3.35,0.164,0.441,-1.94,0.23,-0.49,0.33,0.72,0.06,0.3,0,0,0,0,tran,2011,KOI-1078,Cyg
1081.01,3.2893,570,24,67.3026,0.0042,9.95693,0.00018,21.7,1.2,0.01779,0.00081,0.052,0.01,1.4,0.092,732,-,4,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.78,9.96,0.816,1.974,-2.25,0.6,-0.57,0.29,0.62,0.01,0.25,0,0,0,0,tran,2011,KOI-1081,Cyg
1082.01,2.536,480,12,68.2737,0.0071,6.50318,0.0002,20.98,0.25,0.0227,0.0011,0.0542,-,1.9,0.066,763,-,4,,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.32,1.39,6.5,0.453,1.143,-2.13,-0.04,-0.77,0.31,0.81,0.02,0.3,0,0,0,0,tran,2011,KOI-1082,Cyg
1083.01,3.5414,311,14,71.5846,0.0079,7.33679,0.00025,16.4,0.96,0.01694,0.00082,0.032,0.01,1.6,0.075,834,-,4,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.6,7.34,0.658,1.614,-2.22,0.23,-0.69,0.3,0.71,0.01,0.27,0,0,0,0,tran,2011,KOI-1083,Cyg
1085.01,1.9381,394,10,72.1556,0.0069,7.71794,0.00023,30.9,4,0.0167,0.0019,0.015,0.01,1.2,0.063,573,-,4,,,Hot,Terran,rocky-iron,metals-rich,non-habitable,0.97,0.97,7.72,0.194,0.517,-1.81,-0.33,-0.89,0.33,0.98,0.12,0.38,0,0,0,0,tran,2011,KOI-1085,Lyr
1086.01,5.9559,403,17,77.8771,0.0092,27.6625,0.0012,24,93,0.021,0.016,0.8,1.5,2.5,0.184,623,-,4,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.81,27.67,0.856,2.078,-2.11,0.66,-0.35,0.31,0.61,0.05,0.27,0,0,0,0,tran,2011,KOI-1086,Lyr
1089.01,10.1641,8028,199,108.5986,0.0011,86.67747,0.00047,70.54,0.26,0.0827,0.00028,0.002,0.022,9.6,0.395,429,-,4,,,Hot,Jovian,gas,metals-rich,non-habitable,0.73,2.65,86.68,0.892,2.154,-1.79,7.58,0.7,0.11,0.19,0.19,0.19,0,0,0,0,tran,2011,KOI-1089,Cyg
1089.02,2.8501,1745,61,73.321,0.0015,12.21822,0.000083,19,12,0.0488,0.006,0.86,0.48,5.7,0.107,824,-,4,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.83,2.09,12.22,0.892,2.154,-2.25,3.95,-0.35,0.18,0.32,0.02,0.15,0,0,0,0,tran,2011,KOI-1089,Cyg
1094.01,4.7951,780,24,68.5851,0.0056,6.10027,0.00015,9.95,0.32,0.02633,0.00072,0.0201,-,2.4,0.066,893,-,4,,,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.13,1.81,6.1,0.717,1.747,-2.26,1.51,-0.61,0.26,0.51,0.01,0.22,0,0,0,0,tran,2011,KOI-1094,Cyg
1095.01,2.7384,5394,50,136.9783,0.0019,51.59825,0.00052,70,21,0.2841,0.0019,1.41,0.42,25.8,0.272,422,-,4,,,Hot,Jovian,gas,metals-rich,non-habitable,0.75,2.52,51.6,0.601,1.484,-1.76,6.61,0.59,0.13,0.21,0.2,0.21,0,0,0,0,tran,2011,KOI-1095,Lyr
1099.01,3.716,4404,34,131.003,0.0027,161.5252,0.0021,352.6,9.6,0.0613,0.0012,0.031,0.056,3.7,0.573,244,-,4,,,Hot,Jovian,gas,metals-rich,non-habitable,0.8,2.21,161.53,0.688,1.682,-1.22,4.63,0.66,0.17,0.28,0.57,0.41,0,0,0,0,tran,2011,KOI-1099,Lyr
1101.01,2.2767,333,11,67.8593,0.0075,2.847635,0.000091,10.01,0.88,0.0177,0.0012,0.0617,-,1.1,0.036,865,-,4,,,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.93,0.93,2.85,0.375,0.957,-2.16,-0.34,-1.14,0.29,0.96,0.01,0.3,0,0,0,0,tran,2011,KOI-1101,Cyg
1102.01,3.8679,500,18,70.6093,0.0063,12.3318,0.00034,14,36,0.025,0.013,0.8,1.1,3.2,0.108,841,-,4,,,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.21,1.84,12.33,0.91,2.208,-2.24,1.34,-0.52,0.27,0.53,0.01,0.23,0,0,0,1,tran,2011,KOI-1102,Lyr
1102.02,3.8409,376,17,73.563,0.0067,8.14561,0.00024,11.4,1.2,0.0074,0.0031,0.744,0.022,0.9,0.082,966,-,4,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.84,8.15,0.91,2.208,-2.28,0.74,-0.61,0.29,0.6,0.01,0.24,0,0,0,1,tran,2011,KOI-1102,Lyr
1106.01,3.6049,337,15,72.9022,0.0069,7.42603,0.00022,14.1,1.6,0.0093,0.0013,0.015,0.014,0.9,0.076,905,-,4,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.88,7.43,0.87,2.098,-2.29,0.88,-0.58,0.28,0.57,0.01,0.24,0,0,0,0,tran,2011,KOI-1106,Cyg
1108.01,3.6924,340,18,73.0373,0.0063,9.46255,0.00026,20.15,0.89,0.01828,0.00064,0.012,0.01,1.4,0.086,672,-,4,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.85,18.93,0.566,1.405,-2.03,0.79,-0.27,0.31,0.59,0.06,0.28,0,0,0,0,tran,2011,KOI-1108,Lyr
1109.01,6.423,213,11,67.738,0.015,6.72233,0.00043,8,83,0.013,0.03,0.4,3.6,1.4,0.068,822,-,4,,,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.9,0.9,6.72,0.507,1.276,-2.15,-0.35,-1.12,0.29,0.95,0.02,0.31,0,0,0,0,tran,2011,KOI-1109,Lyr
1110.01,3.5692,312,11,68.093,0.01,8.73492,0.00039,20.4,1.4,0.0182,0.0011,0.031,0.01,1.9,0.085,837,-,4,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.38,1.49,8.73,0.734,1.789,-2.23,0.08,-0.76,0.3,0.76,0.01,0.28,0,0,0,0,tran,2011,KOI-1110,Lyr
1112.01,7.9162,402,14,91.323,0.013,37.8122,0.0023,36.4,1.6,0.01946,0.00084,0.053,0.014,2.2,0.226,547,-,4,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.76,37.81,0.834,2.019,-2.03,0.54,-0.31,0.32,0.64,0.08,0.3,0,0,0,0,tran,2011,KOI-1112,Lyr
1113.01,4.6584,380,18,82.7491,0.0072,25.93496,0.00086,23,84,0.022,0.014,0.8,1.2,2.6,0.178,676,-,4,,,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.13,1.81,25.93,0.991,2.381,-2.17,1.51,-0.41,0.27,0.51,0.03,0.24,0,0,0,0,tran,2011,KOI-1113,Cyg
1113.02,7.0361,452,15,91.699,0.01,83.4411,0.0042,52,141,0.023,0.012,0.8,1.1,2.8,0.388,458,-,4,,,Hot,Neptunian,water-gas,metals-rich,non-habitable,0.99,1.75,83.44,0.991,2.381,-1.87,1.85,-0.18,0.27,0.49,0.15,0.3,0,0,0,0,tran,2011,KOI-1113,Cyg
1115.01,6.0624,214,17,69.3262,0.0097,12.99172,0.00055,16.66,0.45,0.01371,0.00052,0.012,0.014,2,0.111,837,-,4,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.75,12.99,0.897,2.212,-2.2,0.53,-0.57,0.3,0.64,0.02,0.26,0,0,0,0,tran,2011,KOI-1115,Lyr
1116.01,1.9015,172,21,68.1021,0.0033,3.749224,0.000053,14,68,0.013,0.013,0.4,2.3,1.4,0.048,1144,-,4,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.36,1.46,3.75,0.78,1.919,-2.29,0.04,-0.91,0.29,0.78,0,0.28,0,0,0,0,tran,2011,KOI-1116,Lyr
1117.01,6.198,136,21,74.7572,0.0081,11.08977,0.00039,11,41,0.0119,0.009,0.6,1.8,1.2,0.101,842,-,4,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.78,11.09,1.422,3.402,-2.33,0.6,-0.69,0.29,0.62,0.01,0.25,0,0,0,0,tran,2011,KOI-1117,Lyr
1118.01,1.7024,182,12,70.6009,0.0056,7.37325,0.00018,36.4,3.1,0.01365,0.00097,0.023,0.01,1.8,0.077,1049,-,4,,,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.3,1.88,7.37,1.045,2.509,-2.32,1.16,-0.63,0.27,0.54,0.01,0.23,0,0,0,0,tran,2011,KOI-1118,Lyr
1128.01,1.7084,177,44,66.0736,0.0015,0.9748817,0.0000064,4.493,0.078,0.01342,0.0003,0.0103,-,1,0.019,1378,-,4,,,Hot,Superterran,rocky-iron,no-atmosphere,non-habitable,1.29,1.35,0.97,0.6,1.493,-2.3,-0.08,-1.09,0.28,0.83,0,0.28,0,0,0,0,tran,2011,KOI-1128,Lyr
1129.01,1.4556,310,9.1,66.3832,0.0063,4.89768,0.00013,24,145,0.022,0.027,0.7,2.1,2.7,0.056,959,-,4,,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.33,1.41,4.9,0.427,1.085,-2.14,-0.01,-0.79,0.3,0.8,0.02,0.29,0,0,0,0,tran,2011,KOI-1129,Lyr
1141.01,2.7088,705,15,68.1853,0.0063,5.72796,0.00015,16.43,0.91,0.0273,0.0012,0.0488,-,2,0.052,634,-,4,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.39,1.54,5.73,0.225,0.599,-1.92,0.14,-0.51,0.33,0.74,0.07,0.32,0,0,0,0,tran,2011,KOI-1141,Lyr
1142.01,2.0797,428,16,66.4288,0.0046,3.755719,0.000073,13.9,4.2,0.01927,0.00098,0.031,0.009,1.5,0.046,892,-,4,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.4,1.54,3.76,0.473,1.188,-2.2,0.15,-0.76,0.3,0.74,0.01,0.28,0,0,0,0,tran,2011,KOI-1142,Lyr
1145.01,5.351,448,23,95.8746,0.0052,30.5908,0.00075,45.6,1.4,0.02011,0.00055,0.023,0.014,2,0.195,549,-,4,,,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.3,1.88,30.58,0.784,1.903,-2.05,1.16,-0.24,0.3,0.54,0.07,0.26,0,0,0,0,tran,2011,KOI-1145,Cyg
1146.01,2.0887,371,12,69.3494,0.0063,7.09695,0.0002,22,201,0.024,0.044,0.7,2.4,1.3,0.056,512,-,4,,,Hot,Terran,rocky-iron,metals-rich,non-habitable,1.04,1.04,7.1,0.122,0.332,-1.65,-0.3,-0.76,0.35,0.98,0.22,0.45,0,0,0,0,tran,2011,KOI-1146,Lyr
1148.01,4.7868,186,15,68.4025,0.009,11.47566,0.00044,10,44,0.015,0.012,0.8,1.3,2.2,0.104,952,-,4,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.63,11.48,1.156,2.765,-2.31,0.29,-0.72,0.29,0.7,0.01,0.27,0,0,0,0,tran,2011,KOI-1148,Lyr
1149.01,1.7338,248,7.3,69.2328,0.0088,7.16918,0.00027,18.3,5.5,0.0173,0.0021,0.7,0.21,1.6,0.072,783,-,4,,,Hot,Terran,rocky-iron,metals-rich,non-habitable,1.09,1.09,7.17,0.539,1.344,-2.17,-0.27,-0.99,0.29,0.95,0.02,0.31,0,0,0,0,tran,2011,KOI-1149,Lyr
1150.01,1.9085,76,20,66.9456,0.0036,0.677375,0.000011,2.78,0.22,0.00648,0.00053,0.0522,-,0.7,0.015,1940,-,4,,,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.09,1.09,0.68,0.806,1.984,-2.34,-0.27,-1.27,0.27,0.95,0,0.29,0,0,0,0,tran,2011,KOI-1150,Lyr
1151.01,3.3203,104,14,67.8179,0.007,5.21785,0.00015,11.62,0.54,0.0107,0.00041,0.0566,-,1.2,0.059,989,-,4,,,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.17,1.19,5.22,0.724,1.779,-2.26,-0.21,-1.02,0.29,0.9,0.01,0.29,0,0,0,0,tran,2011,KOI-1151,Lyr
1151.02,3.4924,107,12,68.7486,0.008,7.41084,0.00025,18.1,1,0.0109,0.00051,0.057,0.01,1.2,0.075,877,-,4,,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.29,1.34,7.41,0.724,1.779,-2.24,-0.08,-0.88,0.29,0.83,0.01,0.29,0,0,0,0,tran,2011,KOI-1151,Lyr
1159.01,5.0986,2254,34,99.1389,0.0072,64.6198,0.002,54,18,0.0538,0.0039,0.87,0.34,5.3,0.304,372,-,4,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.87,1.91,64.62,0.402,1.026,-1.38,2.98,0.26,0.23,0.38,0.46,0.42,0,0,0,0,tran,2011,KOI-1159,Cyg
1160.01,3.1995,998,19,73.5808,0.0053,13.21436,0.00029,32.4,1.6,0.0296,0.0011,0.013,0.044,1.8,0.104,529,-,4,,,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.15,1.82,13.21,0.499,1.249,-2.05,1.47,-0.34,0.28,0.52,0.05,0.25,0,0,0,0,tran,2011,KOI-1160,Lyr
1161.01,3.7439,342,21,68.9164,0.0054,6.05767,0.00014,9,46,0.02,0.019,0.7,1.9,2.3,0.065,925,-,4,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.4,1.54,6.06,0.539,1.353,-2.18,0.15,-0.72,0.3,0.74,0.01,0.28,0,0,0,0,tran,2011,KOI-1161,Cyg
1162.01,11.7092,861,65,106.9379,0.0033,158.6951,0.0026,90,86,0.0285,0.0056,0.54,0.98,3.9,0.594,375,-,4,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.86,1.95,158.69,1.043,2.523,-1.62,3.16,0.16,0.22,0.37,0.3,0.33,0,0,0,0,tran,2011,KOI-1162,Cyg
1163.01,1.8096,320,20,68.7149,0.0034,2.936566,0.000043,12.94,0.56,0.01869,0.00061,0.0677,-,1.9,0.04,1153,-,4,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.59,2.94,0.656,1.617,-2.28,0.23,-0.84,0.29,0.72,0,0.27,0,0,0,0,tran,2011,KOI-1163,Cyg
1163.02,3.47,321,17,67.8239,0.0066,8.01533,0.00022,18.36,0.88,0.01746,0.0007,0.027,0.01,1.8,0.079,821,-,4,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.38,1.5,8.01,0.656,1.617,-2.21,0.09,-0.74,0.3,0.76,0.02,0.28,0,0,0,0,tran,2011,KOI-1163,Cyg
1165.01,1.8463,473,35,69.3531,0.002,7.05404,0.00006,34.8,1.3,0.02087,0.0006,0.0053,-,2.9,0.074,1009,-,4,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.93,1.72,7.05,0.887,2.174,-2.27,2.03,-0.7,0.24,0.48,0.01,0.21,0,0,0,0,tran,2011,KOI-1165,Cyg
1166.01,1.5231,513,15,66.2153,0.004,7.67503,0.00013,30,221,0.028,0.04,0.8,2,2.8,0.078,880,-,4,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.88,7.67,0.771,1.872,-2.26,0.88,-0.54,0.29,0.57,0.01,0.24,0,0,0,0,tran,2011,KOI-1166,Cyg
1169.01,1.5932,181,48,66.2862,0.0013,0.6892091,0.000004,3.4,1,0.01247,0.00026,-,-,1.2,0.015,1895,-,4,,,Hot,Superterran,rocky-iron,no-atmosphere,non-habitable,1.33,1.41,0.69,0.747,1.84,-2.34,-0.02,-1.12,0.28,0.8,0,0.28,0,0,0,0,tran,2011,KOI-1169,Lyr
1170.01,1.2491,470,19,70.3023,0.0028,7.343619,0.00009,29,185,0.024,0.029,0.8,1.9,1.4,0.073,670,-,4,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.74,7.34,0.659,1.617,-2.22,0.5,-0.6,0.3,0.65,0.01,0.26,0,0,0,0,tran,2011,KOI-1170,Cyg
1175.01,12.4129,106,13,75.956,0.02,31.5953,0.0028,19.76,0.73,0.00972,0.00043,0.025,0.02,0.9,0.195,493,-,4,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.67,31.59,1.175,2.908,-2.13,0.37,-0.52,0.31,0.68,0.03,0.28,0,0,0,0,tran,2011,KOI-1175,Cyg
1176.01,1.8347,28812,735,111.6887,0.0001,1.9737605,0.000001,9.635,0.024,0.15708,0.00029,0.001,0.01,11.1,0.028,974,-,4,,,Hot,Jovian,gas,metals-rich,non-habitable,0.74,2.54,1.97,0.174,0.469,-2.02,6.72,0.06,0.12,0.21,0.03,0.11,0,0,0,0,tran,2011,KOI-1176,Cyg
1187.01,0.7778,1692,187,66.79903,0.00021,0.3705285,0.0000004,3.809,0.035,0.03961,0.00024,0.0263,-,2.5,0.01,1789,-,4,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.89,1.84,0.37,0.553,1.374,-2.32,2.61,-0.97,0.22,0.42,0,0.18,0,0,0,0,tran,2011,KOI-1187,Lyr
1193.01,3.2991,2482,33,82.2193,0.0035,59.5309,0.0011,59,18,0.106,0.038,1.04,0.31,12.9,0.303,463,-,4,,,Hot,Jovian,gas,metals-rich,non-habitable,0.72,2.71,119.06,0.775,1.905,-1.56,7.98,0.95,0.11,0.18,0.33,0.25,0,0,0,0,tran,2011,KOI-1193,Lyr
1198.01,5.4692,608,17,72.4887,0.0086,16.08903,0.00063,20,152,0.024,0.037,0.5,2.8,2,0.128,679,-,4,,,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.18,1.83,16.09,1.051,2.508,-2.26,1.4,-0.51,0.27,0.52,0.02,0.23,0,0,0,0,tran,2011,KOI-1198,Cyg
1198.02,5.2647,279,9.9,75.726,0.014,10.30133,0.00063,16.75,0.97,0.0184,0.00095,0.038,0.01,1.5,0.095,788,-,4,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.64,10.3,1.051,2.508,-2.31,0.31,-0.71,0.29,0.69,0.01,0.27,0,0,0,0,tran,2011,KOI-1198,Cyg
1199.01,5.5648,973,23,80.864,0.0062,53.5296,0.0015,76.9,2.5,0.02917,0.00083,0.007,0.028,2.7,0.263,379,-,4,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.8,53.53,0.366,0.943,-1.39,0.65,0.14,0.39,0.61,0.45,0.53,0,0,0,0,tran,2011,KOI-1199,Cyg
1201.01,0.9997,568,12,66.0546,0.0039,2.757529,0.000046,13,3.9,0.0262,0.0028,0.67,0.2,1.4,0.03,686,-,4,,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.23,1.27,2.76,0.153,0.413,-1.95,-0.15,-0.76,0.32,0.87,0.05,0.32,0,0,0,0,tran,2011,KOI-1201,Cyg
1202.01,1.366,381,15,66.8036,0.0037,0.928308,0.000015,6.04,0.28,0.02657,0.00085,0.059,-,1.5,0.015,1104,-,4,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.75,0.93,0.401,1.027,-2.23,0.52,-0.83,0.29,0.64,0,0.25,0,0,0,0,tran,2011,KOI-1202,Cyg
1203.01,5.2656,749,15,93.2296,0.0092,31.8811,0.0014,46.8,2.4,0.0254,0.0011,0.03,0.07,2.5,0.201,544,-,4,,,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.13,1.81,31.88,0.775,1.88,-2.04,1.51,-0.28,0.28,0.51,0.07,0.26,0,0,0,0,tran,2011,KOI-1203,Cyg
1203.02,3.3983,475,12,75.9003,0.0086,14.12823,0.00054,21,146,0.025,0.033,0.8,2,2.4,0.117,713,-,4,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.85,14.13,0.775,1.88,-2.19,0.79,-0.44,0.3,0.59,0.02,0.25,0,0,0,0,tran,2011,KOI-1203,Cyg
1204.01,6.4828,300,13,69.33,0.013,8.39776,0.00048,9.82,0.3,0.01683,0.00073,0.047,0.01,1.7,0.083,906,-,4,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.71,8.4,0.931,2.235,-2.3,0.44,-0.68,0.29,0.66,0.01,0.26,0,0,0,0,tran,2011,KOI-1204,Lyr
1205.01,5.204,348,19,72.9508,0.0078,8.63851,0.00029,8,34,0.02,0.016,0.8,1.6,2.1,0.085,888,-,4,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.8,8.64,0.845,2.04,-2.27,0.64,-0.59,0.29,0.62,0.01,0.25,0,0,0,0,tran,2011,KOI-1205,Cyg
1207.01,2.1368,662,16,75.3282,0.0046,13.73459,0.00028,29,158,0.029,0.029,0.9,1.4,2.9,0.111,650,-,4,,,Hot,Neptunian,rocky-water,metals-rich,non-habitable,1.41,1.91,13.73,0.508,1.279,-2.05,0.98,-0.28,0.3,0.56,0.05,0.26,0,0,0,0,tran,2011,KOI-1207,Lyr
1210.01,5.8162,263,17,67.0989,0.0091,14.55495,0.00057,19.4,0.8,0.01534,0.00058,0.009,0.01,1.2,0.119,673,-,4,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.76,14.55,0.932,2.237,-2.24,0.54,-0.55,0.3,0.64,0.02,0.26,0,0,0,0,tran,2011,KOI-1210,Cyg
1212.01,3.8647,252,9.4,67.918,0.013,11.30143,0.00059,24.8,2.1,0.0159,0.0012,0.214,0.01,1.8,0.101,798,-,4,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.39,1.54,11.3,0.767,1.873,-2.21,0.14,-0.7,0.3,0.74,0.02,0.28,0,0,0,0,tran,2011,KOI-1212,Cyg
1214.01,2.8863,163,9.8,66.4458,0.0095,4.24176,0.00017,9.81878,0.0004,0.01236,-,0.5139,-,1.5,0.052,1146,-,4,,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.28,1.33,4.24,0.798,1.958,-2.29,-0.1,-0.98,0.29,0.84,0,0.29,0,0,0,0,tran,2011,KOI-1214,Cyg
1215.01,7.462,210,25,75.118,0.0069,17.32298,0.00055,13,38,0.015,0.0086,0.7,1.5,2.2,0.138,869,-,4,,,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.11,1.8,17.32,1.302,3.175,-2.24,1.54,-0.57,0.26,0.51,0.01,0.22,0,0,0,0,tran,2011,KOI-1215,Lyr
1215.02,7.2268,235,20,78.3889,0.0084,33.0058,0.0015,35,289,0.014,0.024,0.1,3.4,2.1,0.212,701,-,4,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.91,1.75,33.01,1.302,3.175,-2.16,2.19,-0.48,0.24,0.46,0.03,0.21,0,0,0,0,tran,2011,KOI-1215,Lyr
1216.01,4.0428,167,16,67.3671,0.0074,11.13127,0.00035,12,51,0.015,0.012,0.8,1.3,2,0.101,883,-,4,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.59,11.13,0.962,2.329,-2.26,0.23,-0.72,0.3,0.72,0.01,0.27,0,0,0,0,tran,2011,KOI-1216,Lyr
1218.01,4.7972,268,21,66.6822,0.006,29.61863,0.00078,28,91,0.018,0.011,0.8,1.2,2.2,0.192,593,-,4,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.81,29.62,0.81,1.982,-2.07,0.66,-0.32,0.31,0.61,0.06,0.28,0,0,0,0,tran,2011,KOI-1218,Lyr
1219.01,3.0841,89,7.8,67.686,0.012,3.50394,0.00018,8.93,0.24,0.01088,0.00063,0.034,0.01,1.2,0.044,1031,-,4,,,Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,0.61,0.61,3.5,0.459,1.162,-2.19,-0.42,-1.35,0.28,0.77,0.01,0.28,0,0,0,0,tran,2011,KOI-1219,Lyr
1220.01,2.3617,119,14,69.8892,0.0058,6.40068,0.00016,15.6,4.7,0.011,0.00063,0.45,0.14,1.1,0.065,797,-,4,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.67,6.4,1.108,2.775,-2.25,0.37,-0.78,0.29,0.68,0,0.26,0,0,0,0,tran,2011,KOI-1220,Lyr
1221.01,7.8099,137,16,71.535,0.013,30.1562,0.0016,27,149,0.012,0.013,0.6,2.3,5,0.212,944,-,4,,,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.1,1.8,30.16,1.11,2.809,-2.08,1.58,-0.41,0.27,0.51,0.04,0.23,0,0,0,0,tran,2011,KOI-1221,Lyr
1221.02,12.5482,121,15,85.316,0.016,51.0917,0.0039,18,46,0.0124,0.0059,0.8,1,5.3,0.301,792,-,4,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.78,51.08,1.11,2.809,-1.98,0.61,-0.3,0.32,0.62,0.07,0.29,0,0,0,0,tran,2011,KOI-1221,Lyr
1222.01,3.2088,54,8.7,67.499,0.011,4.28545,0.00019,10.81,0.53,0.00955,0.00042,0.018,0.01,0.8,0.048,841,-,4,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.68,4.29,1.693,4.283,-2.26,0.38,-0.91,0.29,0.67,0,0.26,0,0,0,0,tran,2011,KOI-1222,Cyg
1226.01,7.823,79904,1238,106.16362,0.00021,137.75992,0.00016,169,51,0.25847,0.00028,-,-,26.6,0.514,301,-,4,,,Hot,Jovian,gas,hydrogen-rich,non-habitable,0.56,4.35,137.76,0.487,1.23,-1.02,28.78,3.18,0.03,0.06,0.73,0.31,0,0,0,0,tran,2011,KOI-1226,Cyg
1227.01,1.7476,16872,105,66.57494,0.00064,2.1552826,0.0000059,10.6,3.2,0.1204,0.0013,-,-,8.3,0.032,1066,-,4,,,Hot,Jovian,gas,metals-rich,non-habitable,0.58,4.03,2.16,0.61,1.506,-2.29,23.03,0.44,0.04,0.07,0,0.04,0,0,0,0,tran,2011,KOI-1227,Cyg
1230.01,31.8501,5970,313,147.034,0.0028,165.7537,0.004,43.5,2.4,0.07472,0.00091,0.62,0.22,50.2,0.67,650,-,4,,,Hot,Jovian,gas,hydrogen-rich,non-habitable,0.55,4.5,165.72,2.517,6.363,-1.96,31.93,1.94,0.03,0.05,0.08,0.07,0,0,0,0,tran,2011,KOI-1230,Cyg
