KOI,Dur,Depth,SNR,t0,t0_unc,Period,P_unc,a/R*,a/R*_unc,r/R*,r/R*_unc,b,b_unc,Rp,a,Teq,EB prob,V,FOP,N,P. Zone Class,P. Mass Class,P. Composition Class,P. Atmosphere Class,P. Habitable Class,P. Gravity (EU),P. Esc Vel (EU),P. Period (days),S. Hab Zone Min (AU),S. Hab Zone Max (AU),P. HZD,P. HZC,P. HZA,P. HZI,P. Int ESI,P. Surf ESI,P. ESI,S. HabCat,P. Habitable,P. Hab Moon,P. Confirmed,P. Disc. Method,P. Disc. Year,S. Name,S. Constellation
1236.01,7.8927,689,39,84.0494,0.005,35.74468,0.00084,35.69,0.62,0.02448,0.0004,0.028,0.033,2.8,0.222,627,-,4,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.86,1.93,35.74,1.264,2.985,-2.2,3.07,-0.32,0.21,0.38,0.03,0.19,0,0,0,0,tran,2011,KOI-1236,Lyr
1236.02,5.6648,179,20,70.6889,0.0076,6.15488,0.00021,8.25,0.21,0.01465,0.00034,0.0146,-,1.7,0.069,1125,-,4,,,Hot,Neptunian,rocky-water,metals-rich,non-habitable,1.41,1.91,12.31,1.264,2.985,-2.34,0.98,-0.56,0.28,0.56,0.01,0.23,0,0,0,0,tran,2011,KOI-1236,Lyr
1238.01,7.1034,490,24,72.1086,0.0079,27.07239,0.00092,29.55,0.86,0.02088,0.00055,0.021,0.022,2.1,0.177,543,-,4,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.65,27.07,0.613,1.516,-1.98,0.32,-0.38,0.33,0.69,0.08,0.32,0,0,0,0,tran,2011,KOI-1238,Cyg
1240.01,2.2251,236,26,66.6516,0.003,2.13957,0.000027,7.74,0.27,0.01517,0.00042,0.0088,-,1.5,0.033,1272,-,4,,,Hot,Superterran,rocky-iron,no-atmosphere,non-habitable,1.29,1.34,2.14,0.637,1.568,-2.3,-0.08,-1.01,0.28,0.83,0,0.29,0,0,0,0,tran,2011,KOI-1240,Lyr
1241.01,10.5451,315,30,80.0705,0.009,21.40827,0.00083,9,10,0.0198,0.0039,0.84,0.67,10.4,0.17,1142,-,4,,,Hot,Jovian,gas,metals-rich,non-habitable,0.76,2.44,21.41,1.774,4.533,-2.17,6.08,-0.19,0.13,0.23,0.01,0.11,0,0,0,1,tran,2011,KOI-1241,Cyg
1241.02,12.6584,141,22,68.746,0.013,10.49447,0.00056,4.2,8.5,0.0133,0.0051,0.8,1.1,7,0.106,1446,-,4,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.89,1.84,10.5,1.774,4.533,-2.21,2.62,-0.7,0.22,0.42,0,0.18,0,0,0,1,tran,2011,KOI-1241,Cyg
1242.01,4.6572,2603,85,216.2398,0.0015,99.642,0.0011,95,29,0.05844,0.00065,0.78,0.23,6.3,0.436,412,-,4,,,Hot,Jovian,gas,hydrogen-rich,non-habitable,0.51,5.14,99.64,1.019,2.435,-1.81,49,2.95,0.02,0.04,0.18,0.11,0,0,0,0,tran,2011,KOI-1242,Cyg
1245.01,5.3201,239,18,73.7271,0.0084,13.72029,0.00051,20.1,0.8,0.01464,0.00051,0.005,0.01,1.5,0.116,774,-,4,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.73,13.72,0.992,2.377,-2.26,0.48,-0.59,0.3,0.65,0.02,0.26,0,0,0,0,tran,2011,KOI-1245,Cyg
1246.01,3.5116,326,13,81.5517,0.0086,19.03726,0.00071,23,97,0.021,0.016,0.9,1.2,2.4,0.144,723,-,4,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.41,1.91,19.04,0.93,2.237,-2.2,0.96,-0.39,0.29,0.56,0.03,0.24,0,0,0,0,tran,2011,KOI-1246,Lyr
1257.01,4.441,7473,110,106.7926,0.0011,86.64814,0.00043,164.8,1.4,0.07981,0.00052,0.026,0.02,10.4,0.385,398,-,4,,,Hot,Jovian,gas,metals-rich,non-habitable,0.78,2.35,86.65,0.549,1.378,-1.47,5.46,0.66,0.15,0.25,0.39,0.32,0,0,0,0,tran,2011,KOI-1257,Cyg
1258.01,6.3287,2841,58,93.3913,0.0028,36.33921,0.00048,37,22,0.0533,0.0066,0.63,0.72,4.2,0.214,446,-,4,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.84,2.03,36.34,0.611,1.506,-1.89,3.6,0.03,0.2,0.34,0.13,0.23,0,0,0,0,tran,2011,KOI-1258,Cyg
1261.01,11.5198,4741,90,149.0435,0.0024,133.4589,0.0018,94.43,0.75,0.06354,0.00046,0.026,0.017,6.3,0.521,335,-,4,,,Hot,Jovian,gas,metals-rich,non-habitable,0.78,2.34,133.46,0.741,1.803,-1.42,5.38,0.67,0.15,0.25,0.42,0.33,0,0,0,0,tran,2011,KOI-1261,Lyr
1264.01,3.5197,1034,25,75.2628,0.0044,14.13146,0.00027,31.8,1.1,0.03033,0.00087,0.003,0.01,2.7,0.114,637,-,4,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.93,1.72,14.13,0.591,1.463,-2.1,2.03,-0.45,0.25,0.48,0.04,0.23,0,0,0,0,tran,2011,KOI-1264,Lyr
1266.01,3.9623,816,30,70.6651,0.0041,11.41944,0.0002,23.21,0.66,0.02688,0.00062,0.029,0.047,2,0.087,543,-,4,,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.31,1.38,11.42,0.172,0.463,-1.64,-0.05,-0.43,0.37,0.82,0.24,0.45,0,0,0,0,tran,2011,KOI-1266,Lyr
1270.01,1.2127,815,29,71.5555,0.0017,5.729434,0.000043,20,65,0.033,0.02,0.9,1.1,2,0.06,698,-,4,,,Hot,Superterran,iron,hydrogen-rich,non-habitable,19.6,6.63,5.73,0.475,1.194,-2.16,-1.03,2.73,0.22,0.62,0.02,0.25,0,0,0,1,tran,2011,KOI-1270,Cyg
1273.01,5.3917,1064,35,102.9068,0.004,40.05949,0.00075,58.8,1.3,0.03022,0.00057,0.028,0.039,2.8,0.23,460,-,4,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.9,1.78,40.05,0.597,1.474,-1.85,2.33,-0.16,0.25,0.44,0.15,0.28,0,0,0,0,tran,2011,KOI-1273,Lyr
1275.01,6.3429,970,50,100.6306,0.0041,50.28661,0.0009,56,150,0.03,0.016,0.4,1.8,3.3,0.269,466,-,4,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.93,1.72,50.29,0.673,1.663,-1.84,2.03,-0.2,0.27,0.48,0.15,0.3,0,0,0,0,tran,2011,KOI-1275,Cyg
1276.01,5.1517,517,26,71.6997,0.0053,22.78864,0.00052,26,94,0.023,0.016,0.7,1.7,1.5,0.154,474,-,4,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.71,22.79,0.583,1.442,-2,0.43,-0.35,0.33,0.66,0.08,0.3,0,0,0,0,tran,2011,KOI-1276,Lyr
1278.01,5.8956,263,14,78.079,0.011,12.40287,0.00061,16.24,0.72,0.01629,0.00068,0.061,0.01,1.6,0.107,744,-,4,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.87,24.8,0.828,2.001,-2.12,0.85,-0.31,0.3,0.58,0.05,0.26,0,0,0,0,tran,2011,KOI-1278,Lyr
1278.02,6.2243,682,20,94.3182,0.0078,44.3474,0.0016,56.8,2,0.02488,0.0008,0.042,0.01,2.4,0.25,487,-,4,,,Hot,Neptunian,water-gas,metals-rich,non-habitable,0.99,1.75,44.35,0.828,2.001,-1.98,1.85,-0.27,0.27,0.49,0.1,0.27,0,0,0,0,tran,2011,KOI-1278,Lyr
1279.01,4.9091,292,25,71.2073,0.0056,14.37428,0.00035,22.86,0.67,0.016,0.00042,0.015,0.033,1.1,0.115,584,-,4,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.36,1.45,14.37,0.672,1.646,-2.14,0.04,-0.68,0.31,0.78,0.03,0.3,0,0,0,0,tran,2011,KOI-1279,Cyg
1281.01,2.8618,523,15,74.8243,0.0056,49.4787,0.0012,134,1323,0.022,0.045,0.4,3.4,2,0.265,431,-,4,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.7,49.48,0.644,1.582,-1.82,0.41,-0.2,0.35,0.67,0.17,0.37,0,0,0,0,tran,2011,KOI-1281,Lyr
1282.01,8.531,212,30,95.883,0.006,30.86317,0.00087,28.97,0.62,0.0138,0.00029,0.027,0.01,2,0.201,688,-,4,,,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.06,1.78,30.86,1.483,3.626,-2.2,1.68,-0.51,0.26,0.5,0.02,0.22,0,0,0,0,tran,2011,KOI-1282,Cyg
1283.01,5.8824,53,20,71.0524,0.0075,8.09166,0.00026,10.16,0.31,0.00717,0.00021,0.028,0.01,0.7,0.077,883,-,4,,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.32,1.39,8.09,1.198,2.956,-2.27,-0.04,-0.94,0.29,0.81,0,0.28,0,0,0,0,tran,2011,KOI-1283,Cyg
1288.01,6.6527,8365,135,152.7044,0.0013,117.93,0.001,170.9,1.2,0.08401,0.00047,0.008,0.014,9.8,0.488,400,-,4,,,Hot,Jovian,gas,metals-rich,non-habitable,0.71,2.78,117.93,1.017,2.434,-1.74,8.52,0.87,0.1,0.17,0.23,0.2,0,0,0,0,tran,2011,KOI-1288,Cyg
1298.01,2.0927,1391,28,76.2253,0.0027,11.00823,0.00013,22,20,0.0445,0.0079,0.9,0.5,3.7,0.084,554,-,4,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.91,1.77,11.01,0.446,1.126,-2.05,2.27,-0.39,0.24,0.45,0.05,0.22,0,0,0,0,tran,2011,KOI-1298,Cyg
1299.01,15.1959,789,68,104.5278,0.0048,52.4989,0.0013,28,0.24,0.02601,0.00024,0.021,0.017,10.2,0.305,748,-,4,,,Hot,Jovian,gas,metals-rich,non-habitable,0.73,2.64,52.5,1.949,4.948,-2.1,7.5,0.16,0.11,0.19,0.03,0.1,0,0,0,0,tran,2011,KOI-1299,Cyg
1300.01,1.144,416,57,66.94395,0.00089,0.6313314,0.0000025,4.779,0.012,0.02036,0.00025,0.07,-,1.7,0.013,1485,-,4,,,Hot,Superterran,rocky-iron,no-atmosphere,non-habitable,1.26,1.3,0.63,0.31,0.804,-2.21,-0.12,-1.07,0.29,0.85,0,0.29,0,0,0,0,tran,2011,KOI-1300,Cyg
1301.01,2.6177,703,13,117.9894,0.0064,12.69902,0.00037,33,379,0.027,0.064,0.6,3.4,1.9,0.104,588,-,4,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.41,1.89,12.7,0.583,1.442,-2.11,0.92,-0.34,0.3,0.56,0.04,0.25,0,0,0,0,tran,2011,KOI-1301,Cyg
1301.02,3.5078,1045,13,122.2828,0.0083,37.5214,0.0014,60,432,0.034,0.048,0.7,2.2,2.3,0.215,409,-,4,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.83,37.51,0.583,1.442,-1.86,0.73,-0.12,0.33,0.6,0.14,0.33,0,0,0,0,tran,2011,KOI-1301,Cyg
1302.01,6.8896,804,28,120.558,0.0049,55.6394,0.0014,63.6,1.6,0.02629,0.0006,0.004,0.01,2.4,0.289,427,-,4,,,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.3,1.88,55.64,0.702,1.715,-1.82,1.16,-0.04,0.32,0.54,0.17,0.33,0,0,0,0,tran,2011,KOI-1302,Cyg
1303.01,18.2696,383,24,76.689,0.014,34.2936,0.0021,14.62,0.32,0.01818,0.00046,0.026,0.03,2.6,0.21,579,-,4,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.87,1.92,34.3,1.004,2.496,-2.08,3.05,-0.28,0.21,0.38,0.04,0.19,0,0,0,0,tran,2011,KOI-1303,Cyg
1304.01,3.1186,297,11,69.4812,0.0089,4.59723,0.00018,9,60,0.021,0.029,0.7,2.3,1.8,0.055,964,-,4,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.35,1.45,4.6,0.74,1.802,-2.29,0.03,-0.88,0.29,0.78,0.01,0.28,0,0,0,0,tran,2011,KOI-1304,Cyg
1305.01,2.2079,262,15,67.5591,0.0051,2.633895,0.000057,9.19,0.11,0.0174,0.00058,0.0493,-,1.3,0.036,1020,-,4,,,Hot,Superterran,rocky-iron,no-atmosphere,non-habitable,1.21,1.24,2.63,0.503,1.257,-2.24,-0.17,-1,0.29,0.88,0.01,0.29,0,0,0,0,tran,2011,KOI-1305,Cyg
1306.01,1.7321,239,14,66.327,0.0047,1.796375,0.000036,10.201,0.054,0.02101,0.00057,0.0975,-,2.1,0.029,1431,-,4,,,Hot,Superterran,rocky-iron,no-atmosphere,non-habitable,1.25,1.29,1.8,0.739,1.8,-2.34,-0.13,-1.08,0.28,0.86,0,0.29,0,0,0,0,tran,2011,KOI-1306,Cyg
1306.02,2.2614,264,13,69.007,0.0059,3.468005,0.000088,6,28,0.022,0.018,0.9,1.3,2.2,0.046,1136,-,4,,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.33,1.41,3.47,0.739,1.8,-2.31,-0.02,-0.94,0.29,0.8,0,0.28,0,0,0,0,tran,2011,KOI-1306,Cyg
1306.03,3.7452,216,11,66.458,0.011,5.91495,0.00027,9,63,0.018,0.025,0.7,2.3,1.8,0.065,956,-,4,,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.32,1.39,5.91,0.739,1.8,-2.27,-0.04,-0.88,0.29,0.81,0.01,0.29,0,0,0,0,tran,2011,KOI-1306,Cyg
1307.01,3.8988,736,23,105.4744,0.0045,44.84967,0.00096,96,1068,0.025,0.058,0.1,4,3,0.252,505,-,4,,,Hot,Neptunian,water-gas,metals-rich,non-habitable,0.99,1.75,44.85,0.751,1.843,-1.93,1.85,-0.24,0.27,0.49,0.11,0.27,0,0,0,0,tran,2011,KOI-1307,Cyg
1307.02,2.3012,512,18,70.6975,0.0042,20.342,0.00039,58,404,0.024,0.033,0.7,2.2,2.8,0.149,657,-,4,,,Hot,Neptunian,rocky-water,metals-rich,non-habitable,1.41,1.91,20.34,0.751,1.843,-2.11,0.98,-0.31,0.3,0.56,0.04,0.25,0,0,0,0,tran,2011,KOI-1307,Cyg
1308.01,5.5317,382,24,78.9578,0.0056,23.58427,0.00063,28,134,0.019,0.019,0.6,2.2,2,0.164,607,-,4,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.76,23.58,0.736,1.794,-2.09,0.56,-0.37,0.31,0.63,0.05,0.28,0,0,0,0,tran,2011,KOI-1308,Dra
1309.01,4.6916,266,25,70.4515,0.0053,10.11672,0.00022,11,32,0.0175,0.01,0.8,1.3,2.5,0.098,1117,-,4,,,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.21,1.84,10.12,1.539,3.603,-2.39,1.33,-0.69,0.26,0.53,0,0.22,0,0,0,0,tran,2011,KOI-1309,Cyg
1310.01,3.6617,403,16,72.4384,0.0063,19.12903,0.00057,36,330,0.02,0.037,0.5,3.1,2,0.143,657,-,4,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.78,19.13,0.779,1.892,-2.15,0.6,-0.42,0.31,0.62,0.04,0.27,0,0,0,0,tran,2011,KOI-1310,Dra
1311.01,7.2596,576,32,135.4621,0.005,83.5755,0.0021,93.4,2,0.0223,0.00045,0.026,0.032,3.4,0.391,494,-,4,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.87,1.91,83.58,1.169,2.82,-1.95,2.98,-0.1,0.22,0.38,0.11,0.24,0,0,0,0,tran,2011,KOI-1311,Dra
1312.01,2.6895,261,15,68.0665,0.0055,6.14681,0.00015,19.34,0.19,0.01764,0.00062,0.084,-,1.6,0.067,950,-,4,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.39,1.53,6.15,0.97,2.326,-2.33,0.13,-0.84,0.29,0.75,0.01,0.27,0,0,0,0,tran,2011,KOI-1312,Dra
1314.01,7.8679,128,18,73.143,0.01,8.57549,0.00038,6,22,0.012,0.0086,0.7,1.6,3.5,0.089,1213,-,4,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.91,1.77,8.58,1.617,4.094,-2.23,2.3,-0.75,0.23,0.45,0,0.19,0,0,0,0,tran,2011,KOI-1314,Dra
1315.01,3.4409,136,21,66.7627,0.0054,6.84639,0.00015,7,23,0.0142,0.0077,0.89,0.96,1.9,0.074,1106,-,4,,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.32,1.39,6.85,0.926,2.25,-2.29,-0.03,-0.9,0.29,0.81,0.01,0.29,0,0,0,0,tran,2011,KOI-1315,Cyg
1316.01,6.4621,50,16,71.33,0.01,7.64981,0.00033,9.1,2.7,0.00653,0.00032,-,-,0.7,0.075,936,-,4,,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.32,1.39,7.65,1.357,3.34,-2.29,-0.03,-0.95,0.29,0.81,0,0.28,0,0,0,0,tran,2011,KOI-1316,Cyg
1325.01,3.4427,2699,93,70.4706,0.0012,10.035392,0.000051,23.55971,0.00012,0.049,0.037,0.0227,-,3.3,0.09,652,-,4,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.85,1.98,10.04,0.674,1.649,-2.19,3.33,-0.38,0.2,0.36,0.02,0.17,0,0,0,0,tran,2011,KOI-1325,Cyg
1328.01,3.1414,4598,25,93.9747,0.0035,80.966,0.0014,266,15,0.061,0.0025,0.024,0.055,4.8,0.362,338,-,4,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.81,2.17,80.97,0.61,1.506,-1.56,4.38,0.41,0.18,0.29,0.33,0.31,0,0,0,0,tran,2011,KOI-1328,Cyg
1329.01,5.1611,990,24,86.6605,0.0057,33.19959,0.00088,50.6,1.7,0.02911,0.0008,0.027,0.042,2.5,0.198,457,-,4,,,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.13,1.81,33.2,0.483,1.212,-1.8,1.51,-0.1,0.3,0.51,0.17,0.32,0,0,0,0,tran,2011,KOI-1329,Cyg
1335.01,11.2408,1716,40,226.4189,0.0051,127.8295,0.0072,84,221,0.04,0.021,0.5,1.7,7.6,0.528,480,-,4,,,Hot,Jovian,gas,metals-rich,non-habitable,0.75,2.53,127.83,1.471,3.544,-1.91,6.69,0.47,0.13,0.21,0.13,0.17,0,0,0,0,tran,2011,KOI-1335,Lyr
1336.01,3.6241,422,15,69.8593,0.0072,10.21869,0.00031,22,1.1,0.02046,0.00081,0.026,0.049,2.5,0.095,884,-,4,,,Hot,Neptunian,rocky-water,metals-rich,non-habitable,3.48,3.12,10.22,0.895,2.17,-2.26,0.29,0.26,0.3,0.53,0.01,0.23,0,0,0,1,tran,2011,KOI-1336,Cyg
1337.01,1.8187,218,13,67.5043,0.0052,1.922787,0.000043,7,39,0.016,0.017,0.5,2.4,1.4,0.03,1177,-,4,,,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.11,1.12,1.92,0.453,1.148,-2.22,-0.25,-1.1,0.29,0.94,0,0.29,0,0,0,0,tran,2011,KOI-1337,Lyr
1338.01,3.065,211,16,111.0667,0.0059,3.223004,0.000091,8.24,0.36,0.01526,0.00058,0.0451,-,1.7,0.044,1195,-,4,,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.33,1.41,3.22,0.748,1.833,-2.3,-0.02,-0.96,0.29,0.8,0,0.28,0,0,0,0,tran,2011,KOI-1338,Cyg
1339.01,2.8821,246,15,67.9005,0.0063,4.16804,0.00011,8,66,0.016,0.025,0.7,2.2,2,0.052,1150,-,4,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.38,1.51,4.17,0.707,1.753,-2.26,0.11,-0.86,0.29,0.75,0.01,0.28,0,0,0,0,tran,2011,KOI-1339,Lyr
1341.01,2.9285,214,14,67.0276,0.0067,4.51434,0.00013,11.49,0.18,0.0133,0.00076,0.2746,-,1.6,0.055,1165,-,4,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.38,1.51,4.51,0.898,2.17,-2.33,0.11,-0.89,0.29,0.75,0,0.27,0,0,0,0,tran,2011,KOI-1341,Lyr
1344.01,2.6231,117,15,66.3603,0.0055,4.48761,0.0001,15.27,0.15,0.01191,0.0004,0.047,-,1.1,0.054,1021,-,4,,,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.09,1.09,4.49,0.77,1.871,-2.3,-0.27,-1.1,0.28,0.95,0.01,0.3,0,0,0,0,tran,2011,KOI-1344,Lyr
1353.01,10.8183,12406,72,169.6578,0.0039,125.8649,0.003,115.5,1.4,0.1025,0.0011,0.029,0.025,18.1,0.52,469,-,4,,,Hot,Jovian,gas,hydrogen-rich,non-habitable,0.63,3.43,125.87,1.417,3.411,-1.9,14.8,1.26,0.06,0.1,0.14,0.12,0,0,0,0,tran,2011,KOI-1353,Cyg
1355.01,5.1862,2845,35,84.9328,0.0039,51.92904,0.0009,80.9,1.9,0.04945,0.00097,0.023,0.03,2.8,0.266,342,-,4,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.83,2.08,51.93,0.63,1.55,-1.78,3.86,0.16,0.19,0.32,0.19,0.25,0,0,0,0,tran,2011,KOI-1355,Cyg
1360.01,4.5398,1377,25,97.298,0.0049,36.76944,0.00082,62,441,0.035,0.051,0.2,3.1,2.7,0.207,408,-,4,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.41,1.89,36.77,0.423,1.07,-1.68,0.91,0.05,0.34,0.57,0.24,0.38,0,0,0,0,tran,2011,KOI-1360,Lyr
1360.02,2.3547,836,17,74.93,0.0045,14.58951,0.00029,39,361,0.029,0.054,0.6,2.9,2.3,0.112,555,-,4,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.79,14.59,0.423,1.07,-1.97,0.62,-0.29,0.32,0.62,0.07,0.29,0,0,0,0,tran,2011,KOI-1360,Lyr
1361.01,4.8039,1362,32,84.1831,0.0039,59.8791,0.0011,100.4,2.5,0.03422,0.00072,0.017,0.032,2.2,0.243,279,-,4,,,Warm,Superterran,rocky-water,metals-rich,mesoplanet,1.44,1.71,59.88,0.204,0.545,-0.74,0.45,0.33,0.52,0.66,0.98,0.76,0,1,0,0,tran,2011,KOI-1361,Cyg
1363.01,2.3642,455,16,67.8975,0.0051,3.546626,0.000077,11.87,0.74,0.0202,0.00095,0.0643,-,1.8,0.046,1052,-,4,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.73,3.55,0.716,1.746,-2.3,0.48,-0.75,0.29,0.65,0,0.25,0,0,0,0,tran,2011,KOI-1363,Lyr
1364.01,4.0375,851,13,119.0465,0.0076,20.83299,0.00082,41.3,2.6,0.0274,0.0013,0.03,0.11,2.9,0.148,596,-,4,,,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.06,1.78,20.83,0.595,1.483,-2.02,1.68,-0.33,0.27,0.5,0.06,0.25,0,0,0,0,tran,2011,KOI-1364,Cyg
1364.02,2.8321,723,16,114.9246,0.0051,7.05519,0.00018,20.6,1.2,0.0263,0.0012,0.035,0.01,2.7,0.072,854,-,4,,,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.3,1.88,7.06,0.595,1.483,-2.19,1.16,-0.5,0.28,0.54,0.02,0.23,0,0,0,0,tran,2011,KOI-1364,Cyg
1366.01,4.5442,886,28,97.7735,0.0042,19.25493,0.0004,33.04,0.94,0.02751,0.00066,0.025,0.039,2.4,0.141,582,-,4,,,Hot,Neptunian,rocky-water,metals-rich,non-habitable,1.41,1.91,19.25,0.625,1.54,-2.07,0.98,-0.25,0.3,0.56,0.05,0.26,0,0,0,0,tran,2011,KOI-1366,Lyr
1367.01,0.9983,315,33,67.06,0.0014,0.5678602,0.0000036,5,31,0.015,0.018,0.2,2.9,1.2,0.013,1639,-,4,,,Hot,Superterran,rocky-iron,no-atmosphere,non-habitable,1.29,1.35,0.57,0.415,1.054,-2.26,-0.08,-1.1,0.28,0.83,0,0.28,0,0,0,0,tran,2011,KOI-1367,Lyr
1369.01,2.722,254,19,66.8903,0.0047,3.016111,0.00006,9.07,0.11,0.01642,0.00047,0.0586,-,1.8,0.042,1239,-,4,,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.33,1.41,3.02,0.789,1.918,-2.33,-0.01,-0.97,0.28,0.8,0,0.28,0,0,0,0,tran,2011,KOI-1369,Cyg
1370.01,2.3585,402,12,68.2586,0.0065,6.88354,0.00019,22.7,1.7,0.0198,0.0011,0,0.01,1.7,0.071,795,-,4,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.63,6.88,0.617,1.519,-2.21,0.29,-0.66,0.3,0.7,0.01,0.27,0,0,0,0,tran,2011,KOI-1370,Lyr
1372.01,10.4241,488,12,109.049,0.017,69.7118,0.0057,43,265,0.022,0.027,0.6,2.4,2.2,0.338,416,-,4,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.78,69.63,0.754,1.834,-1.78,0.6,-0.1,0.35,0.62,0.2,0.37,0,0,0,0,tran,2011,KOI-1372,Cyg
1375.01,4.776,2369,61,139.9267,0.0022,321.2161,0.0031,207,62,0.141,0.017,1.14,0.34,17.9,0.958,300,-,4,,,Hot,Jovian,gas,metals-rich,non-habitable,0.78,2.31,321.21,0.984,2.376,-1.04,5.2,0.84,0.16,0.26,0.68,0.43,0,0,0,0,tran,2011,KOI-1375,Lyr
1377.01,5.0697,178,12,67.557,0.012,11.29698,0.00059,17.91,0.96,0.01362,0.00066,0.03,0.014,1.6,0.102,868,-,4,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.61,11.3,0.957,2.3,-2.27,0.25,-0.7,0.29,0.71,0.01,0.27,0,0,0,0,tran,2011,KOI-1377,Cyg
1378.01,4.8532,218,23,66.3534,0.0055,19.30204,0.00049,30,181,0.014,0.018,0.3,2.8,1.3,0.13,590,-,4,,,Hot,Terran,rocky-iron,metals-rich,non-habitable,1.17,1.18,19.3,0.534,1.344,-2,-0.21,-0.79,0.32,0.91,0.07,0.34,0,0,0,0,tran,2011,KOI-1378,Cyg
1379.01,2.4909,149,20,69.8878,0.004,5.621614,0.000095,18.43,0.85,0.01196,0.00044,0.0058,-,0.8,0.062,790,-,4,,,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.13,1.14,5.62,0.687,1.68,-2.26,-0.24,-1.03,0.29,0.93,0.01,0.3,0,0,0,0,tran,2011,KOI-1379,Cyg
1385.01,4.0744,46306,772,72.08453,0.00018,18.610068,0.000015,42,13,0.19775,0.0003,-,-,15.1,0.138,581,-,4,,,Hot,Jovian,gas,hydrogen-rich,non-habitable,0.49,5.57,18.61,0.803,1.945,-2.16,65.46,2.32,0.02,0.03,0.03,0.03,0,0,0,0,tran,2011,KOI-1385,Cyg
1387.01,4.8792,56665,1404,85.56423,0.00014,23.799979,0.000015,36,11,0.2885,0.0017,0.73,0.22,31.1,0.165,615,-,4,,,Hot,Jovian,gas,hydrogen-rich,non-habitable,0.52,4.94,23.8,0.751,1.833,-2.09,42.89,2.05,0.02,0.04,0.05,0.05,0,0,0,0,tran,2011,KOI-1387,Cyg
1391.01,1.9404,4222,90,66.8021,0.00089,7.981177,0.000031,17.9,5.4,0.079,0.0016,0.84,0.25,8.3,0.08,921,-,4,,,Hot,Jovian,gas,metals-rich,non-habitable,0.74,2.55,7.98,0.873,2.103,-2.29,6.85,-0.15,0.12,0.2,0.01,0.1,0,0,0,0,tran,2011,KOI-1391,Cyg
1395.01,1.5514,1455,20,114.2969,0.0029,6.230288,0.000089,35.1,2.7,0.0378,0.0022,0.0253,-,2.5,0.064,718,-,4,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.93,1.72,6.23,0.5,1.25,-2.16,2.03,-0.57,0.25,0.48,0.02,0.21,0,0,0,0,tran,2011,KOI-1395,Lyr
