P. Name,P. Zone Class,P. Mass Class,P. Composition Class,P. Atmosphere Class,P. Habitable Class,P. Gravity (EU),P. Esc Vel (EU),P. Period (days),S. Hab Zone Min (AU),S. Hab Zone Max (AU),P. HZD,P. HZC,P. HZA,P. HZI,P. Int ESI,P. Surf ESI,P. ESI,S. HabCat,P. Habitable,P. Hab Moon,P. Confirmed,P. Disc. Method,P. Disc. Year
2640.01,Hot,Jovian,gas,metals-rich,non-habitable,0.73,2.62,33.18,2.262,5.798,-2.15,7.3,-0.06,0.12,0.19,0.01,0.1,0,0,0,0,tran,2012
2641.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.17,1.18,3.56,0.84,2.057,-2.31,-0.21,-1.09,0.28,0.91,0,0.29,0,0,0,0,tran,2012
2647.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.29,1.34,8.84,0.53,1.332,-2.13,-0.08,-0.79,0.31,0.83,0.02,0.3,0,0,0,0,tran,2012
2649.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.37,1.49,7.56,0.669,1.641,-2.22,0.08,-0.76,0.3,0.77,0.01,0.28,0,0,0,0,tran,2012
2650.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.22,1.25,34.99,0.205,0.546,-1.2,-0.16,-0.36,0.44,0.88,0.61,0.71,0,0,0,0,tran,2012
2650.02,Hot,Terran,rocky-iron,metals-rich,non-habitable,1.11,1.12,7.05,0.205,0.546,-1.86,-0.25,-0.79,0.33,0.94,0.1,0.36,0,0,0,0,tran,2012
2652.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.65,16.13,0.547,1.373,-2.04,0.32,-0.46,0.32,0.69,0.05,0.29,0,0,0,0,tran,2012
2654.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.41,1.58,13.56,0.672,1.646,-2.15,0.2,-0.6,0.31,0.72,0.03,0.29,0,0,0,0,tran,2012
2655.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.6,16.3,0.647,1.589,-2.11,0.23,-0.54,0.31,0.71,0.04,0.29,0,0,0,0,tran,2012
2656.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.19,1.21,6.77,0.984,2.357,-2.33,-0.19,-1.02,0.28,0.9,0.01,0.29,0,0,0,0,tran,2012
2657.01,Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,0.58,0.59,5.22,0.558,1.385,-2.21,-0.42,-1.35,0.28,0.75,0.01,0.28,0,0,0,0,tran,2012
2658.01,Hot,Terran,rocky-iron,metals-rich,non-habitable,1.12,1.13,11.66,0.759,1.843,-2.21,-0.25,-0.96,0.29,0.93,0.02,0.31,0,0,0,0,tran,2012
2659.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.84,2.03,89.5,2.211,5.579,-2.05,3.6,-0.18,0.19,0.34,0.05,0.18,0,0,0,0,tran,2012
2660.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.06,1.78,18.02,0.929,2.236,-2.21,1.68,-0.49,0.26,0.5,0.02,0.22,0,0,0,0,tran,2012
2662.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.96,0.96,2.1,0.159,0.429,-1.99,-0.33,-1.03,0.31,0.98,0.03,0.32,0,0,0,0,tran,2012
2664.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.74,28.84,0.469,1.187,-1.84,0.5,-0.2,0.34,0.65,0.14,0.34,0,0,0,0,tran,2012
2666.01,Hot,Neptunian,rocky-water,metals-rich,non-habitable,1.41,1.91,64.05,0.64,1.574,-1.71,0.98,0.07,0.34,0.56,0.23,0.37,0,0,0,0,tran,2012
2668.01,Hot,Superterran,rocky-iron,no-atmosphere,non-habitable,1.25,1.29,0.68,0.584,1.445,-2.32,-0.13,-1.15,0.28,0.86,0,0.29,0,0,0,0,tran,2012
2671.01,Warm,Neptunian,gas,metals-rich,non-habitable,0.84,2.03,21.48,0.069,0.19,-0.65,3.6,0.76,0.21,0.34,0.94,0.53,0,0,0,0,tran,2012
2672.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.83,2.09,88.52,0.73,1.81,-1.67,3.95,0.26,0.19,0.32,0.26,0.29,0,0,0,0,tran,2012
2672.02,Hot,Neptunian,gas,metals-rich,non-habitable,0.9,1.78,42.99,0.73,1.81,-1.93,2.33,-0.23,0.25,0.44,0.11,0.26,0,0,0,0,tran,2012
2674.01,Hot,Jovian,gas,metals-rich,non-habitable,0.77,2.39,197.51,0.987,2.402,-1.45,5.71,0.7,0.14,0.24,0.4,0.32,0,0,0,0,tran,2012
2674.02,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.29,1.34,11.17,0.987,2.402,-2.26,-0.08,-0.88,0.29,0.83,0.01,0.29,0,0,0,0,tran,2012
2674.03,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.12,1.13,2.54,0.987,2.402,-2.34,-0.25,-1.17,0.28,0.93,0,0.29,0,0,0,0,tran,2012
2675.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.7,5.45,0.616,1.519,-2.23,0.41,-0.66,0.3,0.67,0.01,0.26,0,0,0,0,tran,2012
2675.02,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.9,0.9,1.12,0.616,1.519,-2.32,-0.35,-1.29,0.27,0.95,0,0.29,0,0,0,0,tran,2012
2677.01,Hot,Jovian,gas,metals-rich,non-habitable,0.79,2.25,237.79,1.081,2.586,-1.39,4.88,0.6,0.16,0.27,0.44,0.35,0,0,0,0,tran,2012
2678.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.89,1.84,3.83,1.048,2.622,-2.27,2.61,-0.78,0.22,0.42,0,0.18,0,0,0,0,tran,2012
2679.01,Hot,Jovian,gas,hydrogen-rich,non-habitable,0.51,5.06,110.75,1.082,2.58,-1.8,46.51,2.89,0.02,0.04,0.19,0.11,0,0,0,0,tran,2012
2680.01,Hot,Jovian,gas,hydrogen-rich,non-habitable,0.58,3.97,14.41,0.539,1.342,-2.06,22.11,1.3,0.04,0.07,0.05,0.06,0,0,0,0,tran,2012
2681.01,Warm,Neptunian,gas,metals-rich,non-habitable,0.81,2.2,135.49,0.476,1.195,-0.97,4.54,0.77,0.18,0.29,0.76,0.47,0,0,0,0,tran,2012
2681.02,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.4,1.55,22.25,0.476,1.195,-1.92,0.16,-0.43,0.34,0.74,0.1,0.34,0,0,0,0,tran,2012
2682.01,Hot,Jovian,gas,,non-habitable,0.6,3.79,8.53,0.744,1.829,-2.37,19.4,-,-,0.08,,-,0,0,0,0,tran,2012
2683.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.85,1.98,126.44,0.597,1.474,-1.26,3.33,0.39,0.22,0.36,0.54,0.44,0,0,0,0,tran,2012
2686.01,Warm,Neptunian,water-gas,metals-rich,non-habitable,1.21,1.84,211.04,0.339,0.876,0,1.33,0.7,0.4,0.53,0.68,0.59,0,0,0,0,tran,2012
2687.01,Hot,Superterran,rocky-water,no-atmosphere,non-habitable,1.43,1.63,1.72,1.467,3.598,-2.35,0.29,-1.04,0.28,0.7,0,0.26,0,0,0,0,tran,2012
2687.02,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.82,8.17,1.467,3.598,-2.3,0.71,-0.73,0.28,0.6,0,0.24,0,0,0,0,tran,2012
2689.01,Hot,Jovian,gas,hydrogen-rich,non-habitable,0.53,4.68,165.35,0.815,1.979,-1.38,36.08,3.13,0.03,0.05,0.46,0.22,0,0,0,0,tran,2012
2690.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.3,1.88,3.61,0.753,1.863,-2.28,1.16,-0.69,0.27,0.54,0,0.22,0,0,0,0,tran,2012
2691.01,Warm,Neptunian,water-gas,metals-rich,non-habitable,1.01,1.76,97.46,0.335,0.865,-0.89,1.8,0.32,0.33,0.49,0.84,0.62,0,0,0,0,tran,2012
2693.01,Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,0.69,0.7,4.08,0.272,0.71,-2.05,-0.41,-1.23,0.29,0.82,0.03,0.3,0,0,0,0,tran,2012
2693.02,Hot,Terran,rocky-iron,metals-rich,non-habitable,0.92,0.92,11.42,0.272,0.71,-1.85,-0.35,-0.94,0.32,0.96,0.12,0.37,0,0,0,0,tran,2012
2693.03,Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,0.65,0.65,6.83,0.272,0.71,-1.96,-0.41,-1.22,0.3,0.8,0.06,0.32,0,0,0,0,tran,2012
2694.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.33,1.41,0.84,0.337,0.87,-2.21,-0.01,-0.99,0.29,0.8,0,0.28,0,0,0,0,tran,2012
2694.02,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.37,1.48,6.57,0.337,0.87,-2.04,0.07,-0.63,0.32,0.77,0.04,0.3,0,0,0,0,tran,2012
2696.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.82,2.12,96.46,1.776,4.166,-2.1,4.12,-0.04,0.18,0.31,0.07,0.18,0,0,0,0,tran,2012
2696.02,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.06,1.78,44.57,1.776,4.166,-2.25,1.68,-0.48,0.26,0.5,0.02,0.23,0,0,0,0,tran,2012
2698.01,Hot,Neptunian,rocky-water,metals-rich,non-habitable,1.41,1.91,87.98,0.669,1.641,-1.59,0.98,0.15,0.35,0.56,0.31,0.42,0,0,0,0,tran,2012
2699.01,Hot,Superterran,rocky-water,no-atmosphere,non-habitable,1.36,1.45,0.57,0.435,1.1,-2.27,0.04,-1.04,0.29,0.78,0,0.28,0,0,0,0,tran,2012
2700.01,Hot,Superterran,rocky-iron,no-atmosphere,non-habitable,1.21,1.23,0.91,0.267,0.698,-2.16,-0.18,-1.03,0.29,0.88,0,0.29,0,0,0,0,tran,2012
2703.01,Warm,Neptunian,water-gas,metals-rich,non-habitable,1.34,1.89,213.26,0.288,0.75,0.35,1.09,0.86,0.41,0.55,0.54,0.54,0,0,0,0,tran,2012
2704.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.74,4.87,0.069,0.19,-1.6,0.49,-0.07,0.37,0.65,0.26,0.42,0,0,0,0,tran,2012
2704.02,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.3,1.36,2.98,0.069,0.19,-1.75,-0.06,-0.52,0.35,0.82,0.15,0.38,0,0,0,0,tran,2012
2705.01,Hot,Terran,rocky-iron,metals-rich,non-habitable,0.98,0.98,2.89,0.069,0.19,-1.75,-0.32,-0.86,0.34,0.99,0.15,0.4,0,0,0,0,tran,2012
2706.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.41,1.56,3.1,1.437,3.428,-2.4,0.18,-0.99,0.28,0.73,0,0.27,0,0,0,0,tran,2012
2707.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.3,1.88,58.03,0.585,1.446,-1.69,1.16,0.04,0.33,0.54,0.24,0.37,0,0,0,0,tran,2012
2707.02,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.21,1.23,14.43,0.585,1.446,-2.09,-0.18,-0.81,0.31,0.88,0.04,0.32,0,0,0,0,tran,2012
2707.03,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.7,26.68,0.585,1.446,-1.96,0.41,-0.32,0.33,0.67,0.09,0.32,0,0,0,0,tran,2012
2708.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.39,1.54,0.87,0.343,0.884,-2.21,0.14,-0.92,0.29,0.74,0,0.27,0,0,0,0,tran,2012
2711.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.37,1.48,9.02,0.915,2.219,-2.27,0.07,-0.81,0.29,0.77,0.01,0.28,0,0,0,0,tran,2012
2711.02,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.6,17.34,0.915,2.219,-2.2,0.24,-0.62,0.3,0.71,0.02,0.28,0,0,0,0,tran,2012
2712.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.6,7.51,1.222,2.92,-2.35,0.24,-0.82,0.29,0.71,0,0.27,0,0,0,0,tran,2012
2714.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.67,14.38,1.298,3.112,-2.3,0.36,-0.69,0.29,0.68,0.01,0.26,0,0,0,0,tran,2012
2714.02,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.85,47.31,1.298,3.112,-2.13,0.79,-0.33,0.3,0.59,0.05,0.27,0,0,0,0,tran,2012
2715.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.83,2.06,11.13,0.253,0.669,-1.82,3.77,0.05,0.19,0.33,0.12,0.22,0,0,0,0,tran,2012
2715.02,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.88,2.23,0.253,0.669,-2.08,0.88,-0.49,0.3,0.57,0.02,0.24,0,0,0,0,tran,2012
2715.03,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.74,5.72,0.253,0.669,-1.96,0.5,-0.38,0.33,0.65,0.05,0.29,0,0,0,0,tran,2012
2716.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.74,0.96,0.627,1.543,-2.33,0.5,-0.91,0.28,0.65,0,0.25,0,0,0,0,tran,2012
2716.02,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.65,6.46,0.627,1.543,-2.22,0.32,-0.67,0.3,0.69,0.01,0.27,0,0,0,0,tran,2012
2717.01,Hot,Superterran,rocky-water,no-atmosphere,non-habitable,1.43,1.64,0.93,1.224,2.926,-2.41,0.31,-1.07,0.27,0.69,0,0.26,0,0,0,0,tran,2012
2719.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.39,1.52,4.12,0.34,0.878,-2.1,0.12,-0.69,0.31,0.75,0.02,0.29,0,0,0,0,tran,2012
2720.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.18,1.2,6.57,0.869,2.104,-2.29,-0.2,-1.01,0.28,0.9,0.01,0.29,0,0,0,0,tran,2012
2721.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.78,33.88,0.602,1.486,-1.91,0.6,-0.2,0.33,0.62,0.12,0.32,0,0,0,0,tran,2012
2722.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.32,1.39,6.12,1.146,2.731,-2.36,-0.03,-0.95,0.28,0.81,0,0.28,0,0,0,0,tran,2012
2722.02,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.31,1.37,11.24,1.146,2.731,-2.31,-0.05,-0.88,0.29,0.82,0.01,0.29,0,0,0,0,tran,2012
2722.03,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.15,1.17,4.03,1.146,2.731,-2.38,-0.22,-1.12,0.27,0.92,0,0.29,0,0,0,0,tran,2012
2722.04,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.25,1.29,8.92,1.146,2.731,-2.33,-0.13,-0.97,0.28,0.86,0.01,0.29,0,0,0,0,tran,2012
2723.01,Hot,Neptunian,rocky-water,metals-rich,non-habitable,1.41,1.91,1.95,0.651,1.607,-2.3,0.98,-0.73,0.28,0.56,0,0.23,0,0,0,0,tran,2012
2729.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.74,14.89,0.954,2.306,-2.23,0.5,-0.56,0.3,0.65,0.02,0.26,0,0,0,0,tran,2012
2730.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.17,1.18,4.52,0.73,1.781,-2.29,-0.21,-1.04,0.28,0.91,0.01,0.29,0,0,0,0,tran,2012
2732.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.14,1.16,7.03,0.927,2.227,-2.31,-0.23,-1.04,0.28,0.92,0.01,0.3,0,0,0,0,tran,2012
2732.03,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.24,1.28,54.28,0.927,2.227,-1.98,-0.14,-0.65,0.32,0.86,0.1,0.36,0,0,0,0,tran,2012
2733.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.9,0.9,5.62,0.376,0.967,-2.09,-0.35,-1.09,0.3,0.95,0.03,0.31,0,0,0,0,tran,2012
2734.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.13,1.81,3.83,0.527,1.34,-2.18,1.51,-0.61,0.27,0.51,0.01,0.22,0,0,0,0,tran,2012
2735.01,Hot,Superterran,rocky-iron,no-atmosphere,non-habitable,1.33,1.41,0.56,0.407,1.033,-2.26,-0.01,-1.06,0.29,0.8,0,0.28,0,0,0,0,tran,2012
2736.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.65,9.34,0.275,0.719,-1.91,0.33,-0.37,0.34,0.69,0.09,0.32,0,0,0,0,tran,2012
2739.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.6,10.11,0.64,1.582,-2.17,0.23,-0.63,0.31,0.71,0.02,0.28,0,0,0,0,tran,2012
2739.02,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.95,0.95,7.1,0.64,1.582,-2.21,-0.33,-1.11,0.29,0.97,0.01,0.3,0,0,0,0,tran,2012
2743.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.32,1.4,11.87,0.604,1.493,-2.14,-0.02,-0.72,0.31,0.81,0.03,0.3,0,0,0,0,tran,2012
2744.01,Hot,Neptunian,rocky-water,metals-rich,non-habitable,1.41,1.91,109.65,0.601,1.484,-1.37,0.98,0.27,0.37,0.56,0.47,0.51,0,0,0,0,tran,2012
2745.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.78,15.65,0.686,1.678,-2.14,0.6,-0.43,0.31,0.62,0.03,0.27,0,0,0,0,tran,2012
2747.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.29,1.34,6.26,0.413,1.052,-2.1,-0.08,-0.79,0.31,0.83,0.03,0.3,0,0,0,0,tran,2012
2748.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.33,1.41,23.2,0.614,1.514,-2.02,-0.01,-0.6,0.32,0.8,0.07,0.33,0,0,0,0,tran,2012
2748.02,Hot,Terran,rocky-iron,metals-rich,non-habitable,1.17,1.18,5.78,0.614,1.514,-2.23,-0.21,-0.98,0.29,0.91,0.01,0.3,0,0,0,0,tran,2012
2750.01,Warm,Neptunian,gas,metals-rich,non-habitable,0.89,1.84,174.63,0.606,1.466,-0.96,2.61,0.35,0.26,0.42,0.73,0.55,0,0,0,0,tran,2012
2751.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.74,24.4,0.303,0.788,-1.67,0.49,-0.09,0.36,0.65,0.24,0.41,0,0,0,0,tran,2012
2753.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.13,1.14,0.94,0.87,2.117,-2.36,-0.24,-1.24,0.27,0.93,0,0.29,0,0,0,0,tran,2012
2754.01,Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,0.77,0.77,1.34,0.612,1.522,-2.3,-0.39,-1.35,0.27,0.87,0,0.29,0,0,0,0,tran,2012
2755.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.07,1.08,8.48,0.785,1.909,-2.25,-0.28,-1.04,0.29,0.96,0.01,0.3,0,0,0,0,tran,2012
2756.01,Hot,Superterran,rocky-iron,no-atmosphere,non-habitable,1.3,1.36,0.67,0.715,1.744,-2.36,-0.07,-1.15,0.28,0.83,0,0.28,0,0,0,0,tran,2012
2757.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.93,1.72,234.63,0.722,1.777,-1,2.03,0.21,0.31,0.48,0.72,0.58,0,0,0,0,tran,2012
2759.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.33,1.41,1.08,0.392,1.002,-2.22,-0.01,-0.99,0.29,0.8,0,0.28,0,0,0,0,tran,2012
2760.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.71,56.57,0.307,0.796,-1.24,0.45,0.13,0.43,0.66,0.58,0.62,0,0,0,0,tran,2012
2762.01,Warm,Superterran,rocky-water,metals-rich,mesoplanet,1.43,1.66,133,0.284,0.739,-0.29,0.35,0.39,0.62,0.68,0.79,0.73,0,1,0,0,tran,2012
2763.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.07,1.08,0.5,0.344,0.886,-2.23,-0.28,-1.21,0.28,0.96,0,0.29,0,0,0,0,tran,2012
2764.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.65,2.25,0.287,0.765,-2.08,0.33,-0.67,0.31,0.69,0.01,0.27,0,0,0,0,tran,2012
2768.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.35,1.44,11.83,0.584,1.446,-2.13,0.02,-0.69,0.31,0.79,0.03,0.3,0,0,0,0,tran,2012
2768.02,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.34,1.43,14.75,0.584,1.446,-2.09,0.01,-0.66,0.31,0.79,0.04,0.31,0,0,0,0,tran,2012
2770.01,Warm,Superterran,rocky-water,metals-rich,psychroplanet,1.44,1.77,205.38,0.281,0.733,0.34,0.58,0.7,0.51,0.63,0.54,0.58,0,1,0,0,tran,2012
2771.01,Hot,Superterran,rocky-water,no-atmosphere,non-habitable,1.39,1.53,0.81,1.03,2.48,-2.39,0.13,-1.11,0.27,0.75,0,0.27,0,0,0,0,tran,2012
2775.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.88,17.58,0.684,1.688,-2.11,0.88,-0.33,0.3,0.57,0.04,0.26,0,0,0,0,tran,2012
2778.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.7,2.22,0.613,1.544,-2.24,0.42,-0.8,0.29,0.66,0,0.26,0,0,0,0,tran,2012
2779.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.82,34.46,0.868,2.094,-2.07,0.69,-0.29,0.31,0.61,0.06,0.28,0,0,0,0,tran,2012
2780.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.83,3.35,0.859,2.071,-2.34,0.73,-0.75,0.28,0.6,0,0.24,0,0,0,0,tran,2012
2785.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.63,4.77,0.903,2.196,-2.31,0.29,-0.81,0.29,0.7,0,0.26,0,0,0,0,tran,2012
2786.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.88,44.62,1.451,3.428,-2.19,0.88,-0.35,0.29,0.57,0.04,0.25,0,0,0,0,tran,2012
2789.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.32,1.39,3.4,0.879,2.119,-2.34,-0.03,-0.98,0.28,0.81,0,0.28,0,0,0,0,tran,2012
2790.01,Hot,Terran,rocky-iron,metals-rich,non-habitable,1,1,14.01,0.452,1.141,-2,-0.31,-0.94,0.31,1,0.06,0.34,0,0,0,0,tran,2012
2791.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.41,1.58,27.57,0.775,1.88,-2.07,0.21,-0.49,0.32,0.72,0.06,0.31,0,0,0,0,tran,2012
2792.01,Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,0.59,0.6,2.13,0.81,1.969,-2.34,-0.42,-1.43,0.27,0.76,0,0.27,0,0,0,0,tran,2012
2795.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.85,2.54,0.792,1.924,-2.33,0.79,-0.76,0.28,0.59,0,0.24,0,0,0,0,tran,2012
2797.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.65,0.87,0.657,1.607,-2.35,0.33,-0.97,0.28,0.69,0,0.26,0,0,0,0,tran,2012
2798.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.3,1.36,0.92,0.268,0.702,-2.16,-0.07,-0.96,0.3,0.83,0,0.29,0,0,0,0,tran,2012
2801.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.39,1.52,6.99,1.707,4.134,-2.34,0.12,-0.94,0.28,0.75,0,0.27,0,0,0,0,tran,2012
2802.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.74,3.85,0.95,2.281,-2.35,0.5,-0.8,0.28,0.65,0,0.25,0,0,0,0,tran,2012
2803.01,Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,0.76,0.76,2.38,0.595,1.471,-2.28,-0.39,-1.31,0.27,0.86,0,0.29,0,0,0,0,tran,2012
2805.01,Hot,Superterran,rocky-iron,no-atmosphere,non-habitable,1.3,1.36,1.88,1.085,2.603,-2.39,-0.07,-1.1,0.28,0.83,0,0.28,0,0,0,0,tran,2012
2807.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.74,3.38,1.114,2.678,-2.37,0.5,-0.85,0.28,0.65,0,0.25,0,0,0,0,tran,2012
2812.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.78,76.61,0.905,2.185,-1.85,0.6,-0.14,0.34,0.62,0.16,0.35,0,0,0,0,tran,2012
2813.01,Hot,Superterran,rocky-iron,no-atmosphere,non-habitable,1.23,1.27,0.7,0.536,1.348,-2.29,-0.15,-1.15,0.28,0.87,0,0.29,0,0,0,0,tran,2012
2816.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.78,1.29,0.527,1.313,-2.28,0.6,-0.82,0.29,0.62,0,0.25,0,0,0,0,tran,2012
2817.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.39,1.52,0.63,0.399,1.014,-2.25,0.12,-0.98,0.29,0.75,0,0.27,0,0,0,0,tran,2012
2820.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.34,1.43,3.01,0.701,1.712,-2.31,0.01,-0.94,0.29,0.79,0,0.28,0,0,0,0,tran,2012
2821.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.9,1.78,79.25,0.658,1.641,-1.6,2.33,0,0.26,0.44,0.3,0.37,0,0,0,0,tran,2012
2822.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.65,4.45,0.552,1.362,-2.23,0.32,-0.69,0.3,0.69,0.01,0.27,0,0,0,0,tran,2012
2827.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.37,1.48,7.06,0.557,1.397,-2.17,0.07,-0.74,0.3,0.77,0.02,0.29,0,0,0,0,tran,2012
2828.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.87,1.89,59.49,0.528,1.368,-1.58,2.89,0.12,0.23,0.39,0.31,0.35,0,0,0,0,tran,2012
2829.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.78,10.61,1.086,2.619,-2.29,0.6,-0.63,0.29,0.62,0.01,0.25,0,0,0,0,tran,2012
2830.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.61,40.53,0.845,2.04,-2.02,0.26,-0.41,0.33,0.71,0.08,0.32,0,0,0,0,tran,2012
2832.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.09,1.09,3.58,0.466,1.18,-2.19,-0.27,-1.05,0.29,0.95,0.01,0.3,0,0,0,0,tran,2012
2833.01,Hot,Neptunian,rocky-water,metals-rich,non-habitable,1.41,1.91,1.79,1.504,3.649,-2.38,0.98,-0.92,0.27,0.56,0,0.23,0,0,0,0,tran,2012
2834.01,Warm,Superterran,rocky-water,metals-rich,mesoplanet,1.44,1.8,136.21,0.357,0.918,-0.64,0.65,0.45,0.49,0.61,1,0.73,0,1,0,0,tran,2012
2835.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.65,6.31,0.296,0.771,-2,0.32,-0.48,0.32,0.69,0.05,0.29,0,0,0,0,tran,2012
2836.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.39,1.52,2.94,0.379,0.97,-2.16,0.12,-0.77,0.3,0.75,0.01,0.28,0,0,0,0,tran,2012
