P. Name,P. Zone Class,P. Mass Class,P. Composition Class,P. Atmosphere Class,P. Habitable Class,P. Gravity (EU),P. Esc Vel (EU),P. Period (days),S. Hab Zone Min (AU),S. Hab Zone Max (AU),P. HZD,P. HZC,P. HZA,P. HZI,P. Int ESI,P. Surf ESI,P. ESI,S. HabCat,P. Habitable,P. Hab Moon,P. Confirmed,P. Disc. Method,P. Disc. Year
188.01,Hot,Jovian,gas,metals-rich,non-habitable,0.75,2.5,3.8,0.434,1.098,-2.18,6.45,-0.13,0.13,0.22,0.01,0.11,0,0,0,0,tran,2011
189.01,Hot,Jovian,gas,metals-rich,non-habitable,0.72,2.67,30.36,0.391,1.001,-1.73,7.72,0.74,0.11,0.18,0.2,0.19,0,0,0,0,tran,2011
190.01,Hot,Jovian,gas,metals-rich,non-habitable,0.64,3.32,12.26,0.987,2.452,-2.21,13.64,0.4,0.07,0.11,0.01,0.06,0,0,0,0,tran,2011
191.01,Hot,Jovian,gas,metals-rich,non-habitable,0.71,2.79,15.36,0.644,1.587,-2.12,8.62,0.33,0.1,0.17,0.04,0.1,0,0,0,0,tran,2011
191.02,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.82,2.42,0.644,1.587,-2.29,0.69,-0.75,0.28,0.61,0,0.24,0,0,0,0,tran,2011
191.03,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.19,1.22,0.71,0.644,1.587,-2.33,-0.19,-1.19,0.28,0.89,0,0.29,0,0,0,0,tran,2011
191.04,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.82,38.65,0.644,1.587,-1.9,0.69,-0.17,0.33,0.61,0.12,0.32,0,0,0,0,tran,2011
192.01,Hot,Jovian,gas,metals-rich,non-habitable,0.72,2.7,10.29,0.874,2.108,-2.26,7.9,0.01,0.11,0.18,0.01,0.09,0,0,0,0,tran,2011
193.01,Hot,Jovian,gas,metals-rich,non-habitable,0.67,3.07,37.59,0.825,1.996,-2.03,11.03,0.76,0.08,0.13,0.08,0.11,0,0,0,0,tran,2011
195.01,Hot,Jovian,gas,metals-rich,non-habitable,0.7,2.86,3.22,0.717,1.753,-2.3,9.18,-0.15,0.1,0.16,0,0.08,0,0,0,0,tran,2011
196.01,Hot,Jovian,gas,metals-rich,non-habitable,0.73,2.62,1.86,0.658,1.62,-2.31,7.34,-0.37,0.11,0.19,0,0.09,0,0,0,1,tran,2011
197.01,Hot,Jovian,gas,metals-rich,non-habitable,0.77,2.37,17.28,0.434,1.104,-1.94,5.63,0.22,0.14,0.24,0.08,0.16,0,0,0,0,tran,2011
199.01,Hot,Jovian,gas,metals-rich,non-habitable,0.71,2.79,3.27,0.982,2.349,-2.37,8.62,-0.28,0.1,0.17,0,0.08,0,0,0,0,tran,2011
200.01,Hot,Jovian,gas,metals-rich,non-habitable,1.78,3.97,7.34,0.718,1.751,-2.25,5.66,0.8,0.14,0.2,0.01,0.1,0,0,0,1,tran,2011
201.01,Hot,Jovian,gas,metals-rich,non-habitable,0.72,2.69,4.23,0.815,2.023,-2.26,7.82,-0.2,0.11,0.18,0,0.09,0,0,0,0,tran,2011
202.01,Hot,Jovian,gas,metals-rich,non-habitable,2.14,4.95,1.72,0.855,2.069,-2.36,7.63,0.65,0.11,0.16,0,0.08,0,0,0,1,tran,2011
203.01,Hot,Jovian,gas,hydrogen-rich,non-habitable,3.6,7.28,1.49,0.789,1.936,-2.33,10.81,1.77,0.08,0.13,0,0.06,0,0,0,1,tran,2011
204.01,Hot,Jovian,gas,metals-rich,non-habitable,0.78,2.35,3.25,0.587,1.464,-2.25,5.46,-0.37,0.14,0.25,0.01,0.12,0,0,0,1,tran,2011
205.01,Hot,Jovian,gas,metals-rich,non-habitable,0.76,2.42,11.72,0.48,1.211,-2.06,5.96,0.09,0.14,0.23,0.04,0.13,0,0,0,0,tran,2011
206.01,Hot,Jovian,gas,hydrogen-rich,non-habitable,14.97,10.84,5.33,0.926,2.249,-2.31,4.45,4.42,0.13,0.23,0,0.11,0,0,0,1,tran,2011
208.01,Hot,Jovian,gas,metals-rich,non-habitable,0.7,2.82,3,0.862,2.078,-2.35,8.86,-0.24,0.1,0.16,0,0.08,0,0,0,0,tran,2011
209.01,Hot,Jovian,gas,metals-rich,non-habitable,0.74,2.55,50.79,1.031,2.463,-2.04,6.81,0.34,0.12,0.21,0.08,0.14,0,0,0,0,tran,2011
209.02,Hot,Neptunian,gas,metals-rich,non-habitable,0.81,2.16,18.8,1.031,2.463,-2.23,4.33,-0.25,0.17,0.3,0.02,0.15,0,0,0,0,tran,2011
211.01,Hot,Jovian,gas,metals-rich,non-habitable,0.73,2.64,124,0.961,2.309,-1.67,7.5,0.8,0.11,0.19,0.26,0.22,0,0,0,0,tran,2011
212.01,Hot,Jovian,gas,metals-rich,non-habitable,0.79,2.25,5.7,0.704,1.724,-2.26,4.88,-0.34,0.16,0.27,0.01,0.13,0,0,0,0,tran,2011
214.01,Hot,Jovian,gas,metals-rich,non-habitable,0.78,2.35,3.31,0.628,1.564,-2.26,5.46,-0.39,0.14,0.25,0,0.12,0,0,0,0,tran,2011
216.01,Hot,Jovian,gas,metals-rich,non-habitable,0.8,2.21,20.17,0.488,1.232,-1.95,4.63,0.08,0.17,0.28,0.08,0.18,0,0,0,0,tran,2011
216.02,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.23,1.27,7.52,0.488,1.232,-2.13,-0.15,-0.85,0.3,0.87,0.02,0.3,0,0,0,0,tran,2011
217.01,Hot,Jovian,gas,metals-rich,non-habitable,0.7,2.86,3.91,0.581,1.439,-2.25,9.18,-0.01,0.1,0.16,0.01,0.08,0,0,0,1,tran,2011
219.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.84,2.05,8.03,0.581,1.44,-2.18,3.69,-0.34,0.19,0.33,0.02,0.16,0,0,0,0,tran,2011
220.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.9,1.8,2.42,0.57,1.412,-2.27,2.44,-0.72,0.23,0.43,0,0.19,0,0,0,0,tran,2011
220.02,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.87,0.87,4.13,0.57,1.412,-2.24,-0.36,-1.2,0.28,0.93,0.01,0.3,0,0,0,0,tran,2011
221.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.84,2.01,3.41,0.502,1.256,-2.22,3.51,-0.5,0.19,0.34,0.01,0.16,0,0,0,0,tran,2011
221.02,Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,0.73,0.74,5.9,0.502,1.256,-2.17,-0.4,-1.24,0.28,0.85,0.02,0.3,0,0,0,0,tran,2011
222.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.72,6.31,0.229,0.607,-1.91,0.46,-0.34,0.33,0.66,0.07,0.3,0,0,0,0,tran,2011
222.02,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.38,1.49,12.79,0.229,0.607,-1.73,0.08,-0.38,0.36,0.76,0.18,0.4,0,0,0,0,tran,2011
223.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.18,1.83,3.18,0.491,1.229,-2.22,1.4,-0.62,0.27,0.52,0.01,0.22,0,0,0,0,tran,2011
223.02,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.41,1.9,41.01,0.491,1.229,-1.73,0.94,0.03,0.34,0.56,0.21,0.36,0,0,0,0,tran,2011
225.01,Hot,Jovian,gas,metals-rich,non-habitable,0.51,5.06,0.84,0.933,2.243,-2.4,46.51,0.38,0.02,0.04,0,0.02,0,0,0,0,tran,2011
226.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.83,8.31,0.46,1.159,-2.1,0.72,-0.41,0.31,0.6,0.03,0.26,0,0,0,0,tran,2011
227.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.72,17.66,0.159,0.428,-1.4,0.47,0.05,0.4,0.65,0.44,0.53,0,0,0,0,tran,2011
232.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.85,2,12.47,0.801,1.941,-2.22,3.42,-0.37,0.2,0.35,0.02,0.17,0,0,0,0,tran,2011
232.02,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.66,5.77,0.801,1.941,-2.29,0.34,-0.74,0.29,0.68,0.01,0.26,0,0,0,0,tran,2011
232.03,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.61,21.59,0.801,1.941,-2.13,0.25,-0.53,0.31,0.71,0.04,0.29,0,0,0,0,tran,2011
232.04,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.62,37.99,0.801,1.941,-2.01,0.28,-0.4,0.33,0.7,0.08,0.32,0,0,0,0,tran,2011
232.05,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.59,56.26,0.801,1.941,-1.89,0.23,-0.34,0.34,0.72,0.14,0.36,0,0,0,0,tran,2011
234.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.06,1.78,9.61,0.86,2.097,-2.25,1.68,-0.6,0.26,0.5,0.01,0.22,0,0,0,0,tran,2011
235.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.65,5.63,0.424,1.074,-2.13,0.33,-0.59,0.31,0.69,0.02,0.27,0,0,0,0,tran,2011
237.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.85,8.51,0.678,1.662,-2.21,0.79,-0.5,0.29,0.59,0.02,0.25,0,0,0,0,tran,2011
238.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.88,17.23,0.911,2.191,-2.21,0.88,-0.42,0.29,0.57,0.02,0.25,0,0,0,0,tran,2011
238.02,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.29,1.35,26.69,0.911,2.191,-2.14,-0.08,-0.72,0.31,0.83,0.04,0.31,0,0,0,0,tran,2011
239.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.88,1.87,5.64,0.87,2.098,-2.31,2.79,-0.63,0.21,0.4,0.01,0.18,0,0,0,0,tran,2011
239.02,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.29,1.35,3.62,0.87,2.098,-2.34,-0.08,-1,0.28,0.83,0,0.29,0,0,0,0,tran,2011
240.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.87,1.91,4.29,0.87,2.098,-2.33,2.98,-0.66,0.21,0.38,0,0.17,0,0,0,0,tran,2011
241.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.79,13.82,0.474,1.191,-2.03,0.62,-0.33,0.32,0.62,0.06,0.28,0,0,0,0,tran,2011
241.02,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.27,1.32,30.95,0.474,1.191,-1.82,-0.1,-0.55,0.34,0.84,0.16,0.39,0,0,0,0,tran,2011
241.03,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.93,0.93,3.41,0.474,1.191,-2.21,-0.34,-1.15,0.28,0.96,0.01,0.3,0,0,0,0,tran,2011
242.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.83,2.06,7.26,0.6,1.489,-2.19,3.77,-0.37,0.19,0.33,0.02,0.16,0,0,0,0,tran,2011
244.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.86,1.96,12.72,1.372,3.322,-2.29,3.23,-0.55,0.2,0.36,0.01,0.17,0,0,0,1,tran,2011
244.02,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.41,1.91,6.24,1.372,3.322,-2.33,0.96,-0.71,0.28,0.56,0,0.23,0,0,0,1,tran,2011
245.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.7,39.79,0.467,1.172,-1.73,0.41,-0.16,0.36,0.67,0.21,0.39,0,0,0,1,tran,2011
245.02,Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,0.75,0.75,21.3,0.467,1.172,-1.93,-0.4,-1.11,0.31,0.86,0.1,0.35,0,0,0,1,tran,2011
245.03,Hot,Mercurian,iron,no-atmosphere,non-habitable,0.6,0.45,13.37,0.467,1.172,-2.04,-1.03,-1.38,0.27,0.51,0.05,0.24,0,0,0,1,tran,2011
245.04,Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,0.47,0.45,51.2,0.467,1.172,-1.63,-0.59,-1.29,0.32,0.6,0.28,0.42,0,0,0,0,tran,2011
246.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.71,1.94,5.4,0.936,2.298,-2.28,0.41,-0.62,0.29,0.63,0,0.25,0,0,0,1,tran,2011
246.02,Hot,Terran,iron,metals-rich,non-habitable,5.78,2.29,9.6,0.936,2.298,-2.24,-1.67,-0.29,0.26,0.95,0.01,0.3,0,0,0,1,tran,2011
247.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.38,1.51,13.82,0.165,0.446,-1.54,0.1,-0.25,0.39,0.76,0.32,0.49,0,0,0,0,tran,2011
248.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.77,7.2,0.179,0.48,-1.79,0.58,-0.19,0.35,0.63,0.13,0.33,0,0,0,1,tran,2011
248.02,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.65,10.91,0.179,0.48,-1.67,0.32,-0.19,0.37,0.69,0.22,0.41,0,0,0,1,tran,2011
248.03,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.34,1.42,2.58,0.179,0.48,-1.99,0,-0.69,0.32,0.8,0.04,0.3,0,0,0,0,tran,2011
248.04,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.68,18.6,0.208,0.552,-1.55,0.38,-0.08,0.38,0.67,0.32,0.46,0,0,0,0,tran,2011
249.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.67,9.55,0.172,0.462,-1.7,0.36,-0.2,0.36,0.68,0.19,0.39,0,0,0,0,tran,2011
250.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.19,1.83,12.28,0.192,0.515,-1.66,1.38,-0.01,0.32,0.52,0.23,0.36,0,0,0,1,tran,2011
250.02,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.19,1.83,17.25,0.192,0.515,-1.53,1.38,0.09,0.33,0.52,0.33,0.42,0,0,0,1,tran,2011
250.03,Hot,Terran,rocky-iron,metals-rich,non-habitable,0.98,0.98,3.54,0.192,0.515,-1.96,-0.32,-0.98,0.31,0.99,0.05,0.33,0,0,0,0,tran,2011
250.04,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.07,1.79,46.83,0.274,0.715,-1.25,1.65,0.19,0.32,0.5,0.56,0.53,0,0,0,0,tran,2011
251.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.87,4.16,0.182,0.488,-1.92,0.85,-0.25,0.32,0.58,0.06,0.27,0,0,0,0,tran,2011
251.02,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.82,0.82,5.77,0.197,0.525,-1.89,-0.38,-1.06,0.31,0.9,0.08,0.35,0,0,0,0,tran,2011
252.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.79,17.6,0.166,0.446,-1.43,0.63,0.11,0.39,0.62,0.42,0.51,0,0,0,0,tran,2011
253.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.38,1.9,6.38,0.192,0.516,-1.84,1.02,-0.12,0.32,0.55,0.11,0.29,0,0,0,0,tran,2011
253.02,Hot,Terran,rocky-iron,metals-rich,non-habitable,1.15,1.17,20.62,0.205,0.544,-1.5,-0.22,-0.56,0.38,0.92,0.36,0.54,0,0,0,0,tran,2011
254.01,Hot,Jovian,gas,metals-rich,non-habitable,0.71,2.8,2.46,0.193,0.517,-2,8.71,0.28,0.1,0.17,0.03,0.1,0,0,0,1,tran,2011
255.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.88,27.52,0.175,0.47,-1.2,0.88,0.33,0.4,0.57,0.62,0.59,0,0,0,0,tran,2011
256.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.82,2.14,1.38,0.121,0.331,-1.98,4.21,-0.2,0.18,0.3,0.03,0.16,0,0,0,0,tran,2011
257.01,Hot,Neptunian,rocky-water,metals-rich,non-habitable,1.39,1.91,6.88,0.974,2.354,-2.3,1,-0.6,0.28,0.55,0.01,0.23,0,0,0,0,tran,2011
260.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.39,1.52,10.5,1.06,2.56,-2.28,0.12,-0.79,0.29,0.75,0.01,0.28,0,0,0,0,tran,2011
260.02,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.14,1.81,100.28,1.06,2.56,-1.83,1.49,-0.1,0.3,0.51,0.17,0.32,0,0,0,0,tran,2011
260.03,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.59,21.87,1.06,2.56,-2.2,0.23,-0.62,0.3,0.72,0.02,0.28,0,0,0,0,tran,2011
261.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.35,1.89,16.24,0.743,1.832,-2.14,1.07,-0.36,0.29,0.55,0.03,0.24,0,0,0,0,tran,2011
262.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.52,1.84,7.81,1.533,3.721,-2.33,0.58,-0.73,0.29,0.62,0,0.24,0,0,0,1,tran,2011
262.02,Hot,Neptunian,water-gas,metals-rich,non-habitable,0.89,1.58,9.38,1.533,3.721,-2.32,1.73,-0.85,0.25,0.53,0,0.22,0,0,0,1,tran,2011
263.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.71,20.72,1.072,2.627,-2.19,0.43,-0.56,0.3,0.66,0.02,0.27,0,0,0,0,tran,2011
265.01,Hot,Superterran,rocky-iron,no-atmosphere,non-habitable,1.23,1.26,3.57,0.957,2.325,-2.33,-0.16,-1.06,0.28,0.87,0,0.29,0,0,0,0,tran,2011
268.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.4,1.56,110.38,0.424,1.09,-1.05,0.17,0.02,0.48,0.73,0.72,0.72,0,0,0,0,tran,2011
269.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.32,1.39,18.01,1.121,2.687,-2.25,-0.03,-0.79,0.3,0.81,0.02,0.29,0,0,0,0,tran,2011
270.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.6,12.58,1.021,2.533,-2.21,0.23,-0.71,0.3,0.71,0.01,0.27,0,0,0,0,tran,2011
270.02,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.75,33.67,1.021,2.533,-2.08,0.53,-0.41,0.31,0.64,0.04,0.28,0,0,0,0,tran,2011
271.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.89,48.63,1.07,2.583,-2.04,0.89,-0.21,0.31,0.57,0.07,0.28,0,0,0,0,tran,2011
271.03,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.29,1.35,14.44,1.07,2.583,-2.25,-0.08,-0.84,0.29,0.83,0.02,0.29,0,0,0,0,tran,2011
273.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.61,10.57,0.806,1.978,-2.21,0.25,-0.66,0.3,0.71,0.02,0.27,0,0,0,0,tran,2011
274.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.11,1.12,15.09,1.276,3.092,-2.27,-0.25,-1.02,0.29,0.94,0.01,0.3,0,0,0,0,tran,2011
274.02,Hot,Terran,rocky-iron,metals-rich,non-habitable,1.11,1.12,22.8,1.276,3.092,-2.22,-0.25,-0.97,0.29,0.94,0.02,0.3,0,0,0,0,tran,2011
275.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.68,15.79,1.026,2.517,-2.2,0.37,-0.6,0.3,0.68,0.02,0.27,0,0,0,0,tran,2011
275.02,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.71,82.2,1.026,2.517,-1.85,0.45,-0.21,0.34,0.66,0.15,0.35,0,0,0,0,tran,2011
276.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.88,41.75,0.967,2.333,-2.06,0.88,-0.23,0.31,0.57,0.07,0.27,0,0,0,0,tran,2011
277.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.59,1.48,16.23,1.281,3.119,-2.25,3.15,-0.79,0.2,0.43,0.01,0.19,0,0,0,1,tran,2011
277.02,Hot,Superterran,rocky-iron,metals-rich,non-habitable,2,1.73,13.85,1.281,3.119,-2.27,-0.39,-0.66,0.29,0.8,0.01,0.29,0,0,0,1,tran,2011
279.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.84,2.05,28.45,1.183,2.829,-2.2,3.69,-0.27,0.19,0.33,0.03,0.17,0,0,0,0,tran,2011
279.02,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.79,15.41,1.183,2.829,-2.28,0.62,-0.58,0.29,0.62,0.01,0.25,0,0,0,0,tran,2011
280.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.41,1.89,11.87,0.931,2.268,-2.24,0.91,-0.51,0.29,0.57,0.01,0.24,0,0,0,0,tran,2011
281.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.88,1.86,19.56,1.729,4.189,-2.28,2.7,-0.59,0.22,0.41,0.01,0.18,0,0,0,0,tran,2011
282.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.2,1.84,27.51,0.857,2.096,-2.1,1.35,-0.34,0.28,0.52,0.05,0.25,0,0,0,0,tran,2011
282.02,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.03,1.03,8.46,0.857,2.096,-2.25,-0.3,-1.09,0.28,0.99,0.01,0.3,0,0,0,0,tran,2011
282.03,Hot,Terran,rocky-iron,metals-rich,non-habitable,1.08,1.08,87.52,0.857,2.096,-1.77,-0.27,-0.73,0.34,0.96,0.2,0.43,0,0,0,0,tran,2011
283.02,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.84,0.84,25.52,0.754,1.86,-2.06,-0.37,-1.07,0.3,0.91,0.06,0.33,0,0,0,0,tran,2011
284.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.33,1.41,18.01,0.808,1.971,-2.16,-0.02,-0.72,0.31,0.8,0.03,0.3,0,0,0,0,tran,2011
284.02,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.12,1.13,6.41,0.808,1.971,-2.27,-0.25,-1.05,0.28,0.93,0.01,0.3,0,0,0,0,tran,2011
284.03,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.08,1.08,6.18,0.808,1.971,-2.28,-0.27,-1.08,0.28,0.96,0.01,0.3,0,0,0,0,tran,2011
285.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.9,1.78,13.75,1.185,2.897,-2.25,2.34,-0.6,0.23,0.44,0.01,0.2,0,0,0,0,tran,2011
285.02,Hot,Neptunian,rocky-water,metals-rich,non-habitable,1.41,1.91,26.72,1.185,2.897,-2.17,0.98,-0.38,0.29,0.56,0.03,0.24,0,0,0,0,tran,2011
285.03,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.62,49.36,1.185,2.897,-2.06,0.27,-0.46,0.32,0.7,0.06,0.3,0,0,0,0,tran,2011
288.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,0.98,1.74,10.28,1.604,3.888,-2.31,1.89,-0.74,0.25,0.49,0,0.21,0,0,0,0,tran,2011
289.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.73,27,0.72,1.764,-2.05,0.48,-0.37,0.32,0.65,0.06,0.29,0,0,0,0,tran,2011
289.02,Warm,Neptunian,gas,metals-rich,non-habitable,0.84,2.05,296.64,0.72,1.764,-0.74,3.72,0.68,0.21,0.33,0.88,0.52,0,0,0,0,tran,2011
291.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.27,1.87,31.52,0.951,2.355,-2.07,1.21,-0.31,0.29,0.54,0.05,0.25,0,0,0,0,tran,2011
291.02,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.76,8.13,0.951,2.355,-2.24,0.54,-0.66,0.29,0.64,0.01,0.25,0,0,0,0,tran,2011
292.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.38,1.51,2.59,0.734,1.803,-2.31,0.1,-0.93,0.29,0.76,0,0.27,0,0,0,0,tran,2011
294.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.82,34.44,0.848,2.052,-2.06,0.69,-0.29,0.31,0.61,0.07,0.28,0,0,0,0,tran,2011
295.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.8,5.32,0.815,1.986,-2.29,0.65,-0.67,0.29,0.61,0.01,0.25,0,0,0,0,tran,2011
295.02,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.38,1.5,10.11,0.815,1.986,-2.23,0.09,-0.75,0.3,0.76,0.01,0.28,0,0,0,0,tran,2011
296.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.85,28.86,0.881,2.134,-2.11,0.79,-0.32,0.31,0.59,0.05,0.27,0,0,0,0,tran,2011
297.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.38,1.51,5.65,1.113,2.676,-2.34,0.11,-0.9,0.28,0.75,0,0.27,0,0,0,0,tran,2011
298.01,Hot,Terran,rocky-iron,metals-rich,non-habitable,1.2,1.22,19.96,0.592,1.475,-2.03,-0.18,-0.77,0.31,0.89,0.06,0.33,0,0,0,0,tran,2011
298.02,Hot,Terran,rocky-iron,metals-rich,non-habitable,1.19,1.22,57.38,0.592,1.475,-1.72,-0.19,-0.59,0.35,0.89,0.22,0.44,0,0,0,0,tran,2011
299.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.69,1.54,0.773,1.918,-2.3,0.39,-0.91,0.28,0.67,0,0.26,0,0,0,0,tran,2011
301.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.4,1.56,6,1.068,2.563,-2.34,0.17,-0.85,0.29,0.73,0,0.27,0,0,0,0,tran,2011
301.02,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.14,1.15,11.45,1.068,2.563,-2.29,-0.23,-1.01,0.28,0.93,0.01,0.3,0,0,0,0,tran,2011
302.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.84,2.05,24.85,1.708,4.014,-2.32,3.69,-0.42,0.19,0.33,0.01,0.16,0,0,0,0,tran,2011
303.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,0.98,1.74,60.93,0.731,1.809,-1.81,1.89,-0.16,0.28,0.49,0.17,0.31,0,0,0,0,tran,2011
304.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.83,2.06,8.51,1.55,3.745,-2.33,3.77,-0.61,0.18,0.33,0,0.15,0,0,0,0,tran,2011
304.02,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.14,1.15,5.52,1.55,3.745,-2.35,-0.23,-1.15,0.28,0.93,0,0.29,0,0,0,0,tran,2011
305.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.36,1.46,4.6,0.391,1.006,-2.11,0.04,-0.74,0.31,0.78,0.02,0.29,0,0,0,0,tran,2011
306.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.81,24.31,0.581,1.451,-1.97,0.68,-0.24,0.32,0.61,0.09,0.3,0,0,0,0,tran,2011
307.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.6,19.67,0.907,2.194,-2.18,0.23,-0.59,0.31,0.71,0.03,0.28,0,0,0,0,tran,2011
307.02,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.13,1.14,5.21,0.907,2.194,-2.32,-0.24,-1.08,0.28,0.93,0,0.29,0,0,0,0,tran,2011
308.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,0.96,1.74,35.6,1.062,2.548,-2.12,1.94,-0.41,0.26,0.48,0.05,0.23,0,0,0,0,tran,2011
